CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2SinceWeek,Promo2SinceYear,StoreType,Assortment,Promo2,PromoInterval,Store
5294,3,2003,0,0,a,c,0,,6721
13868,0,0,14,2013,d,c,1,"Jan,Apr,Jul,Oct",6795
450,2,2013,36,2014,d,a,1,"Jan,Apr,Jul,Oct",6859
2711,0,0,14,2013,a,c,1,"Jan,Apr,Jul,Oct",6897
18727,9,2007,40,2014,d,a,1,"Jan,Apr,Jul,Oct",6932
9057,0,0,15,2012,d,c,1,"Feb,May,Aug,Nov",6969
22897,0,0,0,0,d,c,0,,7009
311,0,0,40,2010,c,c,1,"Mar,Jun,Sept,Dec",7054
13440,0,0,38,2009,a,a,1,"Jan,Apr,Jul,Oct",7084
525,4,0,0,0,a,a,0,,7108
1532,11,2008,35,2015,a,a,1,"Mar,Jun,Sept,Dec",7109
1837,0,0,32,2012,a,c,1,"Feb,May,Aug,Nov",7147
410,11,2005,13,2010,a,a,1,"Jan,Apr,Jul,Oct",7159
2881,9,2010,0,0,a,a,0,,7160
7144,8,2014,34,2011,a,c,1,"Mar,Jun,Sept,Dec",7161
401,8,2014,11,2012,a,c,1,"Jan,Apr,Jul,Oct",7183
608,0,0,19,2015,c,a,1,"Jan,Apr,Jul,Oct",7236
6250,4,2009,14,2010,a,a,1,"Jan,Apr,Jul,Oct",7269
1460,0,0,0,0,d,c,0,,7353
1488,12,2009,0,0,d,a,0,,7383
6596,10,2010,0,0,a,a,0,,7432
452,10,2011,13,2011,c,a,1,"Jan,Apr,Jul,Oct",7456
1845,3,2013,17,2011,d,c,1,"Mar,Jun,Sept,Dec",7485
2320,0,0,14,2012,c,a,1,"Jan,Apr,Jul,Oct",7521
20036,7,2012,0,0,c,a,0,,7596
2747,0,0,0,0,d,c,0,,7651
500,4,2009,0,0,a,a,0,,7688
600,0,0,0,0,a,a,0,,7717
3549,10,2004,21,2011,d,c,1,"Jan,Apr,Jul,Oct",7751
4337,7,2011,22,2012,d,c,1,"Mar,Jun,Sept,Dec",7796
9097,0,0,22,2013,a,c,1,"Jan,Apr,Jul,Oct",7813
2985,0,0,0,0,d,c,0,,7850
6143,11,2010,0,0,d,c,0,,7882
2541,3,1794,0,0,a,a,0,,7900
7461,11,0,0,0,a,a,0,,7901
2478,0,0,0,0,d,c,0,,7988
8500,4,2002,0,0,a,a,0,,7999
13783,12,2013,2,2014,d,a,1,"Jan,Apr,Jul,Oct",8025
576,4,2013,0,0,a,a,0,,8049
12716,2,2012,39,2009,a,a,1,"Feb,May,Aug,Nov",8069
160,12,2000,0,0,a,c,0,,8120
1470,0,0,36,2015,a,c,1,"Feb,May,Aug,Nov",8166
15660,0,0,0,0,d,c,0,,8215
3125,10,0,0,0,a,c,0,,8281
1393,11,2002,0,2013,d,c,1,"Feb,May,Aug,Nov",8295
86,9,2012,0,0,a,a,0,,8296
15266,11,2013,40,2011,d,a,1,"Mar,Jun,Sept,Dec",8341
11434,2,2008,0,0,d,c,0,,8349
5287,11,2005,0,0,c,a,0,,8395
7,4,2005,0,0,a,a,0,,8396
7627,9,0,14,2014,a,a,1,"Mar,Jun,Sept,Dec",8404
7602,3,2010,20,2014,d,a,1,"Jan,Apr,Jul,Oct",8455
7176,12,2006,0,0,a,c,0,,8514
4082,0,0,29,2013,d,a,1,"Jan,Apr,Jul,Oct",8578
230,6,2012,39,2011,a,a,1,"Jan,Apr,Jul,Oct",8599
324,12,2013,0,0,d,a,0,,8642
3713,10,2013,0,0,a,a,0,,8643
16790,2,2013,10,2013,d,c,1,"Mar,Jun,Sept,Dec",8684
5401,10,2009,14,2013,d,a,1,"Mar,Jun,Sept,Dec",8705
350,7,2010,18,2015,c,a,1,"Jan,Apr,Jul,Oct",8745
0,0,0,0,0,a,a,0,,8814
828,0,0,40,2014,d,a,1,"Mar,Jun,Sept,Dec",8880
131,7,2007,14,2010,c,a,1,"Jan,Apr,Jul,Oct",8919
424,3,2014,0,0,a,a,0,,8975
11,2,2011,0,0,a,a,0,,8987
10223,7,0,29,2013,d,c,1,"Jan,Apr,Jul,Oct",9019
3306,11,2010,13,2013,a,c,1,"Mar,Jun,Sept,Dec",9085
4545,0,0,0,0,a,a,0,,9123
894,10,0,20,2012,a,a,1,"Jan,Apr,Jul,Oct",9170
1767,0,0,0,0,d,a,0,,9215
4205,0,0,42,2013,a,c,1,"Feb,May,Aug,Nov",9277
205,11,2005,13,2012,c,c,1,"Jan,Apr,Jul,Oct",9297
11597,4,2012,0,0,a,c,0,,9338
4763,3,1891,9,2011,d,c,1,"Feb,May,Aug,Nov",9414
78,11,2010,0,0,c,c,0,,9429
5933,4,2007,40,2014,a,a,1,"Jan,Apr,Jul,Oct",9442
7475,12,2013,14,2011,d,a,1,"Jan,Apr,Jul,Oct",9497
2994,4,2010,44,2014,d,c,1,"Jan,Apr,Jul,Oct",9541
1153,9,2002,43,2010,d,a,1,"Jan,Apr,Jul,Oct",9583
379,8,2010,13,2010,a,a,1,"Jan,Apr,Jul,Oct",9626
801,11,2007,0,0,a,a,0,,9654
5118,0,0,14,2011,a,c,1,"Jan,Apr,Jul,Oct",9676
3491,0,0,22,2011,d,a,1,"Jan,Apr,Jul,Oct",9678
339,0,0,22,2010,a,c,1,"Feb,May,Aug,Nov",9733
301,9,2012,12,2011,c,c,1,"Feb,May,Aug,Nov",9805
201,10,2003,0,0,a,a,0,,9865
11275,2,2003,0,0,d,c,0,,9883
6832,7,2015,0,0,a,c,0,,9931
2747,11,2007,0,0,a,a,0,,9971
5609,12,2010,13,2010,a,a,1,"Jan,Apr,Jul,Oct",10066
2226,10,2011,21,2013,d,c,1,"Jan,Apr,Jul,Oct",10069
2747,8,1999,0,0,a,c,0,,10089
457,7,2005,48,2014,a,c,1,"Feb,May,Aug,Nov",10132
1880,9,2009,11,2013,d,c,1,"Feb,May,Aug,Nov",10180
175,7,2011,0,0,a,a,0,,10257
6112,6,2011,14,2011,a,c,1,"Jan,Apr,Jul,Oct",10266
16262,9,2012,0,0,a,c,0,,10282
15908,2,2011,0,0,a,c,0,,10327
5655,12,2008,0,0,a,c,0,,10409
9433,0,0,0,0,d,c,0,,10433
16913,4,2005,0,0,c,a,0,,10463
1211,0,0,40,2011,c,c,1,"Jan,Apr,Jul,Oct",10499
3032,0,0,0,0,a,a,0,,10534
1737,11,2012,0,0,a,a,0,,10562
10093,12,2013,39,2009,d,a,1,"Jan,Apr,Jul,Oct",10600
5584,6,2010,0,0,a,a,0,,10638
581,7,2010,0,0,d,c,0,,10661
206,10,2014,6,2013,a,a,1,"Feb,May,Aug,Nov",10662
69424,4,2001,0,0,d,a,0,,10703
251,0,0,20,2013,a,c,1,"Feb,May,Aug,Nov",10749
5544,9,2013,0,0,d,c,0,,10767
10710,0,0,0,0,a,a,0,,10840
1024,12,2003,16,2013,a,c,1,"Feb,May,Aug,Nov",10893
111,6,2012,32,2013,d,c,1,"Jan,Apr,Jul,Oct",10952
1021,11,2013,32,2009,a,a,1,"Jan,Apr,Jul,Oct",10957
16373,9,2010,24,2011,a,c,1,"Jan,Apr,Jul,Oct",10971
1717,11,2008,33,2013,a,c,1,"Mar,Jun,Sept,Dec",11013
500,4,2015,14,2011,a,a,1,"Jan,Apr,Jul,Oct",11071
1123,7,2011,9,2012,a,a,1,"Jan,Apr,Jul,Oct",11111
6653,3,2011,31,2012,d,a,1,"Mar,Jun,Sept,Dec",11188
946,0,0,14,2013,d,c,1,"Feb,May,Aug,Nov",11244
622,0,0,40,2011,a,c,1,"Jan,Apr,Jul,Oct",11299
12745,12,2012,0,0,a,a,0,,11326
451,0,0,12,2011,a,c,1,"Mar,Jun,Sept,Dec",11391
4598,11,2011,20,2011,a,a,1,"Jan,Apr,Jul,Oct",11442
4129,0,0,0,0,a,c,0,,11457
332,9,2005,0,0,a,a,0,,11544
11111,5,2009,5,2013,c,a,1,"Jan,Apr,Jul,Oct",11546
1644,0,0,40,2009,d,a,1,"Feb,May,Aug,Nov",11581
176,11,2013,0,0,a,a,0,,11596
551,0,0,14,2013,a,c,1,"Mar,Jun,Sept,Dec",11618
3036,11,2012,0,0,c,a,0,,11646
542,4,2013,14,2010,c,a,1,"Jan,Apr,Jul,Oct",11653
1122,7,2009,14,2010,a,a,1,"Jan,Apr,Jul,Oct",11721
11,0,0,0,0,a,c,0,,11770
698,5,2009,14,2011,a,a,1,"Jan,Apr,Jul,Oct",11797
9968,4,2015,0,0,a,a,0,,11877
15024,11,2009,0,0,a,c,0,,11892
60924,11,2013,0,0,a,c,0,,11914
7131,0,0,0,0,a,c,0,,11989
2249,11,2010,14,2013,d,a,1,"Feb,May,Aug,Nov",11997
2910,4,2007,0,0,a,c,0,,12088
489,0,0,40,2009,a,c,1,"Feb,May,Aug,Nov",12114
4177,11,2010,8,2012,a,a,1,"Jan,Apr,Jul,Oct",12141
106,0,2008,0,0,a,c,0,,12202
17556,2,2014,0,0,a,a,0,,12236
5027,5,2013,0,0,a,a,0,,12237
9572,0,0,13,2011,d,c,1,"Mar,Jun,Sept,Dec",12268
1440,4,2014,22,2010,c,c,1,"Mar,Jun,Sept,Dec",12287
167,0,0,9,2013,a,c,1,"Feb,May,Aug,Nov",12335
242,11,2010,14,2013,a,a,1,"Feb,May,Aug,Nov",12344
2493,1,2004,34,2012,c,c,1,"Mar,Jun,Sept,Dec",12386
4006,0,0,0,0,c,a,0,,12469
9061,10,2012,0,0,a,c,0,,12530
1641,7,2005,0,0,a,a,0,,12580
3334,5,2009,0,0,a,c,0,,12591
3050,0,0,13,2014,a,a,1,"Jan,Apr,Jul,Oct",12665
3034,11,2003,34,2012,d,c,1,"Mar,Jun,Sept,Dec",12723
2824,0,0,30,2014,a,a,1,"Mar,Jun,Sept,Dec",12754
251,1,2007,24,2012,a,c,1,"Mar,Jun,Sept,Dec",12796
3327,7,2013,0,0,d,c,0,,12848
740,4,2011,14,2013,a,a,1,"Feb,May,Aug,Nov",12906
2506,9,2011,14,2011,d,a,1,"Mar,Jun,Sept,Dec",12950
2591,0,0,0,0,d,c,0,,13002
451,2,2009,13,2011,a,a,1,"Jan,Apr,Jul,Oct",13057
6930,3,2010,0,0,d,c,0,,13082
31,0,0,0,0,b,b,0,,13121
2239,0,0,13,2011,a,a,1,"Jan,Apr,Jul,Oct",13170
670,11,2012,21,2010,a,a,1,"Jan,Apr,Jul,Oct",13199
164,9,2012,0,0,a,a,0,,13220
4776,3,2014,14,2011,a,c,1,"Jan,Apr,Jul,Oct",13236
470,12,2002,0,0,a,a,0,,13270
2747,7,2012,27,2010,d,a,1,"Jan,Apr,Jul,Oct",13311
4608,0,0,0,0,d,a,0,,13337
1296,10,2013,0,0,a,a,0,,13407
1075,2,2011,30,2014,a,a,1,"Jan,Apr,Jul,Oct",13431
1101,4,548,0,0,a,c,0,,13489
1152,0,0,0,0,c,c,0,,13531
1549,7,2011,40,2013,d,c,1,"Mar,Jun,Sept,Dec",13565
5579,0,0,0,0,a,c,0,,13623
3518,9,2010,0,0,d,a,0,,13672
264,7,2013,0,0,a,c,0,,13712
15438,5,2013,19,2012,c,c,1,"Jan,Apr,Jul,Oct",13713
1664,0,0,19,2013,d,c,1,"Jan,Apr,Jul,Oct",13748
18328,0,0,9,2014,d,a,1,"Mar,Jun,Sept,Dec",13775
372,7,2000,13,2011,a,a,1,"Jan,Apr,Jul,Oct",13812
5755,0,0,14,2012,d,c,1,"Jan,Apr,Jul,Oct",13854
526,7,2010,13,2013,d,c,1,"Feb,May,Aug,Nov",13871
9355,0,0,40,2009,d,a,1,"Feb,May,Aug,Nov",13940
11791,10,2006,6,2013,d,c,1,"Feb,May,Aug,Nov",14000
5143,4,2014,0,0,a,a,0,,14054
3832,7,2010,29,2012,a,a,1,"Jan,Apr,Jul,Oct",14096
1526,6,2010,0,0,a,c,0,,14128
1402,2,2011,36,2014,c,a,1,"Mar,Jun,Sept,Dec",14168
13177,0,0,0,0,d,c,0,,14235
142,3,2008,14,2011,a,a,1,"Jan,Apr,Jul,Oct",14288
543,12,2010,0,0,a,a,0,,14331
11271,8,2010,0,0,d,c,0,,14376
43752,9,2013,0,0,d,c,0,,14430
20540,9,2010,0,0,a,c,0,,14456
381,11,2005,0,0,a,a,0,,14499
1144,0,0,0,0,a,c,0,,14509
13352,0,0,13,2012,d,c,1,"Mar,Jun,Sept,Dec",14596
13327,0,0,0,0,d,c,0,,14641
3077,11,2005,0,0,a,c,0,,14665
1872,0,0,0,0,c,a,0,,14727
1032,0,0,40,2012,d,c,1,"Jan,Apr,Jul,Oct",14785
5344,9,2014,37,2012,a,a,1,"Mar,Jun,Sept,Dec",14794
110,5,2013,0,0,a,c,0,,14868
4101,8,2013,13,2014,a,a,1,"Jan,Apr,Jul,Oct",14892
9610,11,2010,0,0,a,a,0,,14893
619,5,2012,0,0,a,a,0,,14942
317,7,2005,0,0,a,c,0,,14946
913,0,0,9,2011,d,c,1,"Feb,May,Aug,Nov",14992
286,9,2009,0,0,c,a,0,,15037
8840,0,0,39,2009,d,a,1,"Feb,May,Aug,Nov",15049
18985,0,0,14,2010,d,c,1,"Jan,Apr,Jul,Oct",15131
16994,0,0,17,2013,d,c,1,"Jan,Apr,Jul,Oct",15187
99,12,2010,29,2014,a,a,1,"Jan,Apr,Jul,Oct",15214
6400,9,2004,14,2011,c,a,1,"Jan,Apr,Jul,Oct",15238
6950,12,2011,40,2009,a,a,1,"Jan,Apr,Jul,Oct",15263
16010,0,0,0,0,d,c,0,,15312
3140,0,0,40,2011,d,c,1,"Jan,Apr,Jul,Oct",15337
584,7,2001,38,2014,a,a,1,"Jan,Apr,Jul,Oct",15344
1331,0,0,0,0,a,a,0,,15387
2469,0,0,0,0,a,c,0,,15432
934,3,2008,13,2012,c,c,1,"Jan,Apr,Jul,Oct",15484
178,11,2010,41,2014,a,a,1,"Jan,Apr,Jul,Oct",15486
2407,10,2006,28,2012,d,c,1,"Jan,Apr,Jul,Oct",15487
313,5,2012,0,0,a,c,0,,15495
196,1,2014,0,0,a,a,0,,15546
0,0,0,0,0,b,c,0,,15607
3721,10,2012,13,2013,d,c,1,"Mar,Jun,Sept,Dec",15666
1201,7,2002,40,2014,a,a,1,"Jan,Apr,Jul,Oct",15713
9949,0,0,0,0,d,a,0,,15757
2111,4,2012,34,2009,a,a,1,"Jan,Apr,Jul,Oct",15816
6340,10,2007,40,2012,a,a,1,"Feb,May,Aug,Nov",15833
212,0,0,0,0,d,c,0,,15895
10934,4,2005,0,0,d,c,0,,15936
997,11,2011,9,2012,d,a,1,"Jan,Apr,Jul,Oct",16015
18114,9,2013,0,0,d,c,0,,16028
1369,12,2011,0,0,c,a,0,,16076
8551,9,2010,0,0,a,c,0,,16114
3329,0,0,40,2014,a,a,1,"Jan,Apr,Jul,Oct",16173
9565,9,2009,14,2015,c,c,1,"Feb,May,Aug,Nov",16212
1576,3,2003,44,2009,a,a,1,"Feb,May,Aug,Nov",16252
12107,8,2011,15,2011,a,a,1,"Mar,Jun,Sept,Dec",16273
630,12,2011,35,2014,a,a,1,"Jan,Apr,Jul,Oct",16298
3102,0,0,40,2014,d,c,1,"Jan,Apr,Jul,Oct",16344
760,0,0,0,0,a,c,0,,16378
5383,4,2013,0,0,a,c,0,,16442
785,0,0,0,0,a,c,0,,16518
1500,5,2012,0,0,d,c,0,,16567
1828,2,2002,12,2011,c,a,1,"Feb,May,Aug,Nov",16568
269,8,2013,32,2014,a,a,1,"Jan,Apr,Jul,Oct",16598
3387,11,2005,24,2011,a,a,1,"Mar,Jun,Sept,Dec",16618
2279,7,2009,40,2009,a,a,1,"Jan,Apr,Jul,Oct",16633
1296,0,0,17,2015,a,c,1,"Jan,Apr,Jul,Oct",16709
923,4,2011,14,2010,c,a,1,"Jan,Apr,Jul,Oct",16735
547,0,0,14,2014,a,c,1,"Mar,Jun,Sept,Dec",16778
4628,9,2011,0,0,d,c,0,,16834
3724,0,0,0,0,a,c,0,,16874
8897,0,0,0,0,c,a,0,,16953
15781,11,2002,8,2011,d,a,1,"Feb,May,Aug,Nov",16962
1424,2,2004,14,2011,a,a,1,"Jan,Apr,Jul,Oct",16963
871,8,2014,14,2013,a,c,1,"Feb,May,Aug,Nov",16973
128,0,0,0,0,a,c,0,,17028
1746,4,2010,0,0,a,a,0,,17062
68574,5,2012,0,0,d,a,0,,17089
