CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2SinceWeek,Promo2SinceYear,StoreType,Assortment,Promo2,PromoInterval,Store
1673,4,2003,40,2014,a,c,1,"Jan,Apr,Jul,Oct",3099
1946,9,2009,0,0,a,a,0,,3111
4225,8,2007,6,2013,a,c,1,"Jan,Apr,Jul,Oct",3152
4747,7,2010,0,0,a,a,0,,3182
450,0,0,0,0,a,c,0,,3210
342,7,2012,14,2011,d,a,1,"Jan,Apr,Jul,Oct",3234
1742,9,2009,0,0,a,c,0,,3304
3484,10,2010,31,2014,a,a,1,"Feb,May,Aug,Nov",3344
16,6,2006,21,2013,a,a,1,"Jan,Apr,Jul,Oct",3386
649,10,1391,0,0,a,a,0,,3422
7832,6,2011,0,0,a,a,0,,3491
684,5,2013,0,0,c,a,0,,3536
1231,5,2012,0,0,d,a,0,,3579
5957,9,2006,0,0,d,a,0,,3628
27706,3,2007,17,2012,a,a,1,"Jan,Apr,Jul,Oct",3658
3661,10,2009,23,2013,a,a,1,"Feb,May,Aug,Nov",3716
477,0,0,0,0,a,a,0,,3750
373,12,2006,0,0,a,a,0,,3751
7508,9,2010,0,0,a,a,0,,3767
373,9,2007,0,0,a,c,0,,3801
3230,9,2012,40,2011,a,a,1,"Jan,Apr,Jul,Oct",3802
6112,4,2013,0,0,a,c,0,,3843
13974,10,2012,0,0,d,c,0,,3899
5518,0,0,14,2012,d,c,1,"Jan,Apr,Jul,Oct",3916
8487,3,2012,9,2014,d,a,1,"Jan,Apr,Jul,Oct",3981
4020,0,0,40,2009,a,c,1,"Feb,May,Aug,Nov",4014
4218,0,0,17,2011,c,a,1,"Mar,Jun,Sept,Dec",4048
1530,0,0,8,2013,d,c,1,"Feb,May,Aug,Nov",4077
50,0,0,14,2011,a,a,1,"Feb,May,Aug,Nov",4098
2512,7,2012,20,2012,d,c,1,"Jan,Apr,Jul,Oct",4099
221,1,2002,23,2013,a,c,1,"Jan,Apr,Jul,Oct",4130
1501,4,2008,40,2014,a,c,1,"Jan,Apr,Jul,Oct",4177
4588,0,0,6,2013,d,c,1,"Feb,May,Aug,Nov",4213
1353,0,0,33,2012,a,a,1,"Jan,Apr,Jul,Oct",4262
1818,0,0,27,2010,c,c,1,"Jan,Apr,Jul,Oct",4330
6738,0,0,5,2012,d,a,1,"Jan,Apr,Jul,Oct",4379
1910,0,0,14,2010,d,a,1,"Jan,Apr,Jul,Oct",4394
6708,4,2007,0,0,c,c,0,,4426
289,0,0,0,0,a,c,0,,4444
1903,10,2012,40,2014,a,a,1,"Jan,Apr,Jul,Oct",4534
4377,7,2007,14,2015,d,c,1,"Jan,Apr,Jul,Oct",4551
15980,4,2005,38,2009,a,a,1,"Jan,Apr,Jul,Oct",4597
311,2,2010,13,2014,a,c,1,"Mar,Jun,Sept,Dec",4672
904,0,0,17,2011,d,a,1,"Jan,Apr,Jul,Oct",4702
1172,8,2013,33,2012,c,a,1,"Mar,Jun,Sept,Dec",4772
18605,9,2012,0,0,a,a,0,,4787
4182,3,2005,14,2013,d,c,1,"Feb,May,Aug,Nov",4788
17185,3,2004,0,0,a,c,0,,4801
11558,5,2012,40,2009,a,a,1,"Feb,May,Aug,Nov",4838
417,9,2008,0,0,c,a,0,,4848
3587,10,2009,14,2011,d,a,1,"Feb,May,Aug,Nov",4888
1698,6,2009,0,0,a,c,0,,4921
23810,12,2006,0,0,c,c,0,,4938
25007,3,2012,0,0,a,c,0,,4945
171,7,2010,9,2014,a,c,1,"Jan,Apr,Jul,Oct",4997
2258,11,2012,15,2013,a,a,1,"Jan,Apr,Jul,Oct",5037
3619,9,1991,0,0,d,a,0,,5053
1090,4,2013,0,0,a,c,0,,5117
3489,0,0,0,0,d,c,0,,5171
15053,9,2007,0,0,d,c,0,,5185
420,11,2013,0,0,d,c,0,,5220
1047,6,2009,0,0,a,a,0,,5235
1222,9,2011,0,0,a,a,0,,5236
23276,4,0,40,2014,d,c,1,"Jan,Apr,Jul,Oct",5274
438,9,2009,0,0,a,a,0,,5286
1879,4,2014,10,2011,a,c,1,"Feb,May,Aug,Nov",5321
6780,6,2005,0,0,a,a,0,,5336
3308,0,0,14,2014,a,a,1,"Mar,Jun,Sept,Dec",5361
2790,10,2009,0,0,a,a,0,,5387
260,3,2007,10,2011,a,a,1,"Jan,Apr,Jul,Oct",5482
14326,0,0,0,0,a,c,0,,5531
2773,9,2011,0,0,a,c,0,,5539
1704,2,2007,10,2014,a,a,1,"Jan,Apr,Jul,Oct",5582
12552,4,2011,0,0,d,c,0,,5629
2343,0,0,0,0,a,a,0,,5663
3781,4,2009,38,2009,a,a,1,"Jan,Apr,Jul,Oct",5681
828,4,0,0,0,c,c,0,,5730
12813,10,2006,13,2011,d,c,1,"Feb,May,Aug,Nov",5775
1666,7,2009,32,2009,a,a,1,"Jan,Apr,Jul,Oct",5780
1201,10,2011,0,0,a,a,0,,5812
3466,4,0,24,2011,d,a,1,"Jan,Apr,Jul,Oct",5830
22870,0,0,14,2012,d,c,1,"Jan,Apr,Jul,Oct",5872
374,8,2013,38,2014,a,a,1,"Jan,Apr,Jul,Oct",5924
224,5,2007,13,2014,c,a,1,"Jan,Apr,Jul,Oct",5929
2892,0,0,0,0,d,a,0,,5939
951,0,0,14,2013,d,a,1,"Mar,Jun,Sept,Dec",6026
2391,7,2009,40,2009,a,a,1,"Jan,Apr,Jul,Oct",6035
472,7,2007,4,2013,a,a,1,"Feb,May,Aug,Nov",6118
961,5,2011,34,2015,a,c,1,"Jan,Apr,Jul,Oct",6129
65648,10,2007,0,0,a,c,0,,6206
1073,0,0,0,0,d,a,0,,6268
236,3,2008,0,0,a,a,0,,6310
1842,0,0,43,2009,c,a,1,"Feb,May,Aug,Nov",6357
2828,9,2011,0,0,d,c,0,,6374
1047,4,2014,0,0,a,a,0,,6437
9078,10,2011,38,2012,a,a,1,"Jan,Apr,Jul,Oct",6513
203,0,0,0,0,d,a,0,,6518
806,10,2014,7,2014,a,a,1,"Mar,Jun,Sept,Dec",6563
4221,9,2013,0,0,d,c,0,,6592
3417,9,2011,40,2011,a,a,1,"Jan,Apr,Jul,Oct",6663
750,4,2011,0,0,a,c,0,,6691
2568,7,2015,40,2012,d,c,1,"Jan,Apr,Jul,Oct",6721
8056,0,0,0,0,a,c,0,,6795
462,11,2009,10,2010,a,c,1,"Jan,Apr,Jul,Oct",6859
2018,12,0,8,2013,d,c,1,"Feb,May,Aug,Nov",6897
339,0,0,5,2015,a,c,1,"Mar,Jun,Sept,Dec",6932
15056,0,0,8,2015,c,c,1,"Jan,Apr,Jul,Oct",6969
1008,4,2013,8,2010,c,a,1,"Jan,Apr,Jul,Oct",7009
7650,8,2006,0,0,a,c,0,,7054
8891,2,2010,0,0,a,c,0,,7084
1109,11,2006,1,2013,d,a,1,"Jan,Apr,Jul,Oct",7108
4436,0,0,0,0,a,a,0,,7109
876,12,2002,0,0,a,a,0,,7147
9459,3,2006,14,2011,d,a,1,"Mar,Jun,Sept,Dec",7159
161,10,0,0,2012,d,a,1,"Jan,Apr,Jul,Oct",7160
526,9,2013,0,0,a,a,0,,7161
1087,12,2009,14,2013,d,c,1,"Jan,Apr,Jul,Oct",7183
634,0,0,40,2015,d,a,1,"Jan,Apr,Jul,Oct",7236
3787,3,2015,0,0,c,a,0,,7269
552,10,2010,0,0,a,a,0,,7353
2194,0,0,33,2013,a,c,1,"Jan,Apr,Jul,Oct",7383
862,11,2009,7,2013,d,a,1,"Feb,May,Aug,Nov",7432
8625,0,0,0,0,d,a,0,,7456
3605,3,2014,11,2014,d,c,1,"Jan,Apr,Jul,Oct",7485
4670,0,0,26,2010,d,c,1,"Jan,Apr,Jul,Oct",7521
6536,11,2011,34,2012,a,a,1,"Mar,Jun,Sept,Dec",7596
360,0,0,40,2011,d,c,1,"Jan,Apr,Jul,Oct",7651
6260,7,2000,16,2011,d,c,1,"Jan,Apr,Jul,Oct",7688
1787,3,2010,0,0,a,a,0,,7717
3029,0,0,0,0,d,a,0,,7751
185,3,2000,0,0,c,c,0,,7796
258,0,0,42,2014,a,c,1,"Feb,May,Aug,Nov",7813
4769,9,2014,0,0,d,c,0,,7850
2492,9,2006,41,2014,a,a,1,"Jan,Apr,Jul,Oct",7882
1016,6,2014,0,0,d,c,0,,7900
14926,0,0,28,2013,a,c,1,"Jan,Apr,Jul,Oct",7901
4030,4,2013,10,2010,a,a,1,"Jan,Apr,Jul,Oct",7988
71158,9,2012,0,0,a,a,0,,7999
17026,0,0,24,2010,d,c,1,"Jan,Apr,Jul,Oct",8025
462,0,0,0,0,d,c,0,,8049
3021,0,0,0,0,a,c,0,,8069
3923,4,2013,16,2011,d,c,1,"Jan,Apr,Jul,Oct",8120
2349,2,2009,14,2011,a,a,1,"Jan,Apr,Jul,Oct",8166
8766,8,2009,9,2013,d,c,1,"Jan,Apr,Jul,Oct",8215
72870,2,1999,0,0,c,c,0,,8281
334,0,0,40,2013,a,a,1,"Feb,May,Aug,Nov",8295
1956,0,0,0,0,d,c,0,,8296
25052,11,2010,15,2013,a,a,1,"Feb,May,Aug,Nov",8341
63893,0,0,14,2011,a,a,1,"Jan,Apr,Jul,Oct",8349
1312,9,2007,14,2012,d,a,1,"Jan,Apr,Jul,Oct",8395
75,0,0,13,2011,a,c,1,"Jan,Apr,Jul,Oct",8396
5328,4,2010,18,2011,a,c,1,"Jan,Apr,Jul,Oct",8404
2294,3,2003,13,2010,a,a,1,"Jan,Apr,Jul,Oct",8455
4043,3,2013,28,2013,a,a,1,"Jan,Apr,Jul,Oct",8514
1934,3,2014,14,2014,d,c,1,"Jan,Apr,Jul,Oct",8578
207,11,2013,14,2011,a,c,1,"Feb,May,Aug,Nov",8599
6450,4,2006,0,0,a,c,0,,8642
18314,0,0,40,2014,a,a,1,"Jan,Apr,Jul,Oct",8643
2712,9,2011,0,0,c,a,0,,8684
3374,9,2013,0,0,a,c,0,,8705
14163,9,2009,28,2013,d,c,1,"Jan,Apr,Jul,Oct",8745
7099,9,2010,14,2011,a,a,1,"Feb,May,Aug,Nov",8814
419,8,2014,0,0,a,a,0,,8880
14594,7,2007,0,0,a,a,0,,8919
662,1,2000,0,0,a,a,0,,8975
238,6,2010,40,2014,a,a,1,"Feb,May,Aug,Nov",8987
2094,0,0,0,0,c,a,0,,9019
9945,0,0,0,0,a,a,0,,9085
7788,12,2005,12,2011,a,a,1,"Jan,Apr,Jul,Oct",9123
92,11,0,0,0,c,a,0,,9170
7553,8,2005,0,0,a,c,0,,9215
16806,0,0,45,2011,a,c,1,"Jan,Apr,Jul,Oct",9277
8033,0,0,44,2009,a,a,1,"Feb,May,Aug,Nov",9297
10050,0,0,25,2011,d,a,1,"Jan,Apr,Jul,Oct",9338
19309,3,2010,0,0,d,a,0,,9414
3238,4,2009,14,2011,a,c,1,"Jan,Apr,Jul,Oct",9429
2232,11,2007,23,2012,d,a,1,"Mar,Jun,Sept,Dec",9442
1678,6,2012,40,2014,c,a,1,"Jan,Apr,Jul,Oct",9497
448,3,2005,14,2013,a,a,1,"Feb,May,Aug,Nov",9541
2130,0,0,0,0,a,a,0,,9583
366,7,2007,27,2011,c,c,1,"Jan,Apr,Jul,Oct",9626
9717,11,2007,0,0,a,a,0,,9654
2245,8,2012,0,0,a,c,0,,9676
236,0,0,12,2013,a,a,1,"Mar,Jun,Sept,Dec",9678
266,12,1999,10,2010,a,a,1,"Jan,Apr,Jul,Oct",9733
15966,7,2005,13,2011,a,a,1,"Jan,Apr,Jul,Oct",9805
3285,7,2009,14,2013,d,c,1,"Jan,Apr,Jul,Oct",9865
2129,0,0,8,2011,d,c,1,"Mar,Jun,Sept,Dec",9883
8242,11,2010,14,2014,d,c,1,"Mar,Jun,Sept,Dec",9931
1693,9,2007,39,2014,a,a,1,"Jan,Apr,Jul,Oct",9971
14131,9,2002,14,2010,c,c,1,"Jan,Apr,Jul,Oct",10066
107,11,2005,7,2011,a,c,1,"Jan,Apr,Jul,Oct",10069
2900,7,2012,36,2009,a,a,1,"Jan,Apr,Jul,Oct",10089
19311,12,2011,0,0,d,c,0,,10132
383,9,2007,0,2013,a,a,1,"Feb,May,Aug,Nov",10180
3309,0,0,0,0,a,a,0,,10257
462,3,2009,14,2012,a,a,1,"Mar,Jun,Sept,Dec",10266
1083,12,2000,0,0,a,c,0,,10282
3039,8,2007,9,2014,d,a,1,"Mar,Jun,Sept,Dec",10327
596,7,2014,14,2010,d,c,1,"Jan,Apr,Jul,Oct",10409
20506,10,2009,39,2009,a,a,1,"Jan,Apr,Jul,Oct",10433
1608,11,2009,0,0,a,a,0,,10463
686,2,2009,0,0,a,a,0,,10499
1280,0,0,11,2011,a,c,1,"Feb,May,Aug,Nov",10534
1465,2,2008,0,0,a,a,0,,10562
1921,9,2010,0,0,d,c,0,,10600
407,0,0,44,2009,d,a,1,"Feb,May,Aug,Nov",10638
2073,0,0,14,2011,d,a,1,"Jan,Apr,Jul,Oct",10661
2289,9,2012,14,2011,c,c,1,"Feb,May,Aug,Nov",10662
7549,8,0,26,2010,d,c,1,"Mar,Jun,Sept,Dec",10703
19659,9,2011,0,0,d,c,0,,10749
1601,7,2014,0,0,a,a,0,,10767
1577,0,0,0,0,d,c,0,,10840
1356,2,2012,0,0,d,c,0,,10893
236,0,0,22,2014,a,a,1,"Mar,Jun,Sept,Dec",10952
291,5,2010,9,2014,a,a,1,"Jan,Apr,Jul,Oct",10957
3411,0,0,9,2010,c,a,1,"Jan,Apr,Jul,Oct",10971
293,11,2012,0,0,a,a,0,,11013
997,6,2008,29,2010,d,c,1,"Jan,Apr,Jul,Oct",11071
2136,3,2013,13,2014,d,a,1,"Jan,Apr,Jul,Oct",11111
17701,11,2013,14,2011,a,a,1,"Feb,May,Aug,Nov",11188
551,4,2006,40,2014,a,a,1,"Jan,Apr,Jul,Oct",11244
13454,8,815,29,2014,a,c,1,"Mar,Jun,Sept,Dec",11299
4250,8,2013,14,2011,d,a,1,"Jan,Apr,Jul,Oct",11326
8772,3,2005,14,2011,a,c,1,"Feb,May,Aug,Nov",11391
631,7,2014,40,2014,d,c,1,"Jan,Apr,Jul,Oct",11442
31,0,0,38,2013,a,c,1,"Feb,May,Aug,Nov",11457
573,0,0,0,0,a,c,0,,11544
1276,3,2013,0,0,c,a,0,,11546
3167,0,0,37,2012,d,c,1,"Jan,Apr,Jul,Oct",11581
2580,6,2007,0,0,d,a,0,,11596
6014,9,2012,38,2012,d,a,1,"Mar,Jun,Sept,Dec",11618
7170,7,2012,0,0,d,c,0,,11646
5098,0,0,0,0,d,c,0,,11653
4862,6,2014,0,0,a,c,0,,11721
5376,10,0,14,2011,c,a,1,"Jan,Apr,Jul,Oct",11770
17348,0,0,0,0,a,a,0,,11797
1230,11,2010,13,2013,a,a,1,"Jan,Apr,Jul,Oct",11877
1542,11,2009,34,2009,a,a,1,"Jan,Apr,Jul,Oct",11892
7901,9,2011,0,0,a,c,0,,11914
5193,9,2009,40,2009,a,a,1,"Jan,Apr,Jul,Oct",11989
22328,0,0,23,2011,a,c,1,"Feb,May,Aug,Nov",11997
3456,0,0,0,0,a,c,0,,12088
2791,0,0,29,2010,a,c,1,"Mar,Jun,Sept,Dec",12114
19028,7,0,0,0,a,c,0,,12141
10635,4,2005,11,2012,c,c,1,"Jan,Apr,Jul,Oct",12202
475,6,2007,14,2010,a,c,1,"Feb,May,Aug,Nov",12236
14786,0,0,0,0,d,c,0,,12237
7638,4,2003,42,2009,d,c,1,"Feb,May,Aug,Nov",12268
56110,12,2015,0,0,d,c,0,,12287
241,4,2015,0,0,a,a,0,,12335
4177,0,0,9,2011,d,c,1,"Mar,Jun,Sept,Dec",12344
593,4,2010,30,2010,a,a,1,"Jan,Apr,Jul,Oct",12386
1935,9,2009,37,2012,a,a,1,"Jan,Apr,Jul,Oct",12469
343,0,0,45,2009,a,a,1,"Feb,May,Aug,Nov",12530
217,0,0,0,0,a,c,0,,12580
1072,10,2003,10,2011,c,c,1,"Jan,Apr,Jul,Oct",12591
470,5,2010,13,2010,a,a,1,"Jan,Apr,Jul,Oct",12665
7017,8,2010,9,2014,d,c,1,"Feb,May,Aug,Nov",12723
3073,11,2010,24,2011,a,a,1,"Feb,May,Aug,Nov",12754
2789,0,0,16,2011,a,a,1,"Mar,Jun,Sept,Dec",12796
12792,0,0,0,0,d,c,0,,12848
8202,4,2009,0,0,d,a,0,,12906
15249,0,0,0,0,d,c,0,,12950
1106,4,2011,35,2012,d,a,1,"Feb,May,Aug,Nov",13002
17851,4,1493,30,2009,a,a,1,"Jan,Apr,Jul,Oct",13057
16884,3,2007,34,2013,d,c,1,"Jan,Apr,Jul,Oct",13082
1581,0,0,47,2009,a,a,1,"Feb,May,Aug,Nov",13121
2006,0,0,0,0,d,a,0,,13170
1758,9,2007,14,2011,d,c,1,"Jan,Apr,Jul,Oct",13199
576,10,2010,40,2014,a,a,1,"Jan,Apr,Jul,Oct",13220
194,0,0,25,2013,d,a,1,"Feb,May,Aug,Nov",13236
9046,0,0,17,2014,d,c,1,"Jan,Apr,Jul,Oct",13270
0,7,2004,0,0,a,a,0,,13311
340,0,0,15,2010,a,a,1,"Jan,Apr,Jul,Oct",13337
6935,5,2011,0,0,c,a,0,,13407
2216,0,0,0,0,a,c,0,,13431
3224,0,0,14,2013,a,a,1,"Mar,Jun,Sept,Dec",13489
6861,1,2013,0,0,a,a,0,,13531
1588,9,2011,0,0,a,a,0,,13565
878,0,0,22,2012,c,c,1,"Mar,Jun,Sept,Dec",13623
1838,0,0,3,2013,d,a,1,"Jan,Apr,Jul,Oct",13672
5559,11,2010,0,0,a,c,0,,13712
6893,7,2013,13,2011,d,c,1,"Jan,Apr,Jul,Oct",13713
2377,0,0,14,2013,a,a,1,"Feb,May,Aug,Nov",13748
17823,3,2011,0,0,d,c,0,,13775
259,0,0,43,2009,d,c,1,"Feb,May,Aug,Nov",13812
14454,4,2011,0,0,d,c,0,,13854
7355,0,0,40,2011,c,c,1,"Mar,Jun,Sept,Dec",13871
12608,0,0,14,2014,c,a,1,"Mar,Jun,Sept,Dec",13940
531,0,0,0,0,a,a,0,,14000
4592,10,2003,37,2009,a,a,1,"Jan,Apr,Jul,Oct",14054
2089,0,0,42,2009,a,a,1,"Feb,May,Aug,Nov",14096
599,3,2008,40,2014,a,c,1,"Jan,Apr,Jul,Oct",14128
1176,7,2012,38,2010,c,a,1,"Mar,Jun,Sept,Dec",14168
2634,0,0,0,0,a,c,0,,14235
13606,12,2013,14,2013,d,c,1,"Mar,Jun,Sept,Dec",14288
2068,0,0,0,0,a,a,0,,14331
2511,9,2009,14,2013,a,a,1,"Feb,May,Aug,Nov",14376
4773,0,0,8,2011,d,c,1,"Jan,Apr,Jul,Oct",14430
4766,12,2014,33,2009,d,c,1,"Jan,Apr,Jul,Oct",14456
445,0,0,1,2013,d,c,1,"Jan,Apr,Jul,Oct",14499
326,0,0,8,2015,d,c,1,"Mar,Jun,Sept,Dec",14509
16016,7,2010,0,0,c,a,0,,14596
2849,0,0,19,2010,d,c,1,"Jan,Apr,Jul,Oct",14641
135,0,0,0,0,c,c,0,,14665
5051,0,0,12,2011,a,c,1,"Mar,Jun,Sept,Dec",14727
475,11,2011,0,0,c,a,0,,14785
675,12,2010,40,2014,a,a,1,"Jan,Apr,Jul,Oct",14794
3055,9,2005,1,2013,a,a,1,"Feb,May,Aug,Nov",14868
148,0,0,40,2011,a,a,1,"Mar,Jun,Sept,Dec",14892
7298,4,2014,0,0,a,c,0,,14893
181,0,0,0,0,a,c,0,,14942
13516,0,0,15,2011,d,c,1,"Jan,Apr,Jul,Oct",14946
9233,8,2011,13,2011,d,c,1,"Mar,Jun,Sept,Dec",14992
1207,0,0,7,2011,a,a,1,"Feb,May,Aug,Nov",15037
3207,8,2013,14,2013,d,c,1,"Mar,Jun,Sept,Dec",15049
615,11,2011,0,0,a,c,0,,15131
141,0,0,36,2011,a,a,1,"Mar,Jun,Sept,Dec",15187
3261,12,2006,20,2011,a,a,1,"Jan,Apr,Jul,Oct",15214
5520,10,0,40,2014,d,a,1,"Jan,Apr,Jul,Oct",15238
6253,7,2006,14,2011,a,a,1,"Jan,Apr,Jul,Oct",15263
4329,12,2004,39,2014,d,c,1,"Jan,Apr,Jul,Oct",15312
5221,0,0,30,2011,a,a,1,"Jan,Apr,Jul,Oct",15337
4922,0,0,0,0,d,a,0,,15344
245,3,2012,30,2012,a,a,1,"Jan,Apr,Jul,Oct",15387
15416,0,0,38,2009,d,c,1,"Feb,May,Aug,Nov",15432
257,0,0,0,0,a,a,0,,15484
864,3,2014,0,0,a,a,0,,15486
2748,0,0,40,2009,d,a,1,"Feb,May,Aug,Nov",15487
1120,0,0,29,2010,c,a,1,"Mar,Jun,Sept,Dec",15495
2900,4,2013,0,0,a,c,0,,15546
21960,9,2013,0,0,a,c,0,,15607
1995,3,2013,0,0,a,c,0,,15666
3596,11,2012,0,0,d,c,0,,15713
3118,10,2012,14,2011,a,a,1,"Jan,Apr,Jul,Oct",15757
1490,5,2013,44,2010,c,a,1,"Jan,Apr,Jul,Oct",15816
17801,0,0,0,0,c,c,0,,15833
12801,0,0,13,2011,a,c,1,"Jan,Apr,Jul,Oct",15895
15474,0,0,14,2011,d,c,1,"Feb,May,Aug,Nov",15936
8298,0,0,0,0,a,c,0,,16015
450,0,0,49,2010,d,c,1,"Mar,Jun,Sept,Dec",16028
1659,5,2010,0,0,d,a,0,,16076
618,0,0,14,2013,a,a,1,"Jan,Apr,Jul,Oct",16114
1027,5,2004,30,2010,a,a,1,"Jan,Apr,Jul,Oct",16173
240,8,0,0,0,a,c,0,,16212
1544,0,0,35,2010,d,c,1,"Jan,Apr,Jul,Oct",16252
9834,6,2012,14,2012,d,a,1,"Jan,Apr,Jul,Oct",16273
920,0,0,40,2014,a,a,1,"Jan,Apr,Jul,Oct",16298
257,0,0,46,2009,a,a,1,"Feb,May,Aug,Nov",16344
2599,0,0,38,2012,d,c,1,"Jan,Apr,Jul,Oct",16378
255,3,2008,0,0,b,a,0,,16442
2477,4,2008,13,2012,a,a,1,"Jan,Apr,Jul,Oct",16518
644,8,2009,25,2014,a,c,1,"Jan,Apr,Jul,Oct",16567
1778,0,0,0,0,d,a,0,,16568
2994,3,2013,10,2014,d,a,1,"Mar,Jun,Sept,Dec",16598
