CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2SinceWeek,Promo2SinceYear,StoreType,Assortment,Promo2,PromoInterval,Store
180.0,0.0,0.0,45.0,2009.0,a,a,1,"Feb,May,Aug,Nov",40
1180.0,0.0,0.0,31.0,2013.0,d,c,1,"Jan,Apr,Jul,Oct",41
290.0,0.0,0.0,40.0,2011.0,a,c,1,"Jan,Apr,Jul,Oct",42
4880.0,0.0,0.0,37.0,2009.0,d,a,1,"Jan,Apr,Jul,Oct",43
540.0,6.0,2011.0,0.0,0.0,a,a,0,,44
9710.0,2.0,2014.0,0.0,0.0,d,a,0,,45
1200.0,9.0,2005.0,14.0,2011.0,c,a,1,"Jan,Apr,Jul,Oct",46
270.0,4.0,2013.0,14.0,2013.0,a,c,1,"Jan,Apr,Jul,Oct",47
1060.0,5.0,2012.0,0.0,0.0,a,a,0,,48
18010.0,9.0,2007.0,0.0,0.0,d,c,0,,49
6260.0,11.0,2009.0,0.0,0.0,d,a,0,,50
10570.0,7.0,2013.0,9.0,2011.0,a,c,1,"Jan,Apr,Jul,Oct",51
450.0,4.0,2014.0,39.0,2010.0,d,c,1,"Jan,Apr,Jul,Oct",52
30360.0,9.0,2013.0,0.0,0.0,a,c,0,,53
7170.0,8.0,2014.0,5.0,2013.0,d,c,1,"Feb,May,Aug,Nov",54
720.0,11.0,2004.0,0.0,0.0,a,a,0,,55
6620.0,3.0,2012.0,10.0,2014.0,d,c,1,"Mar,Jun,Sept,Dec",56
420.0,6.0,2014.0,0.0,0.0,d,c,0,,57
7340.0,5.0,2008.0,27.0,2012.0,a,c,1,"Jan,Apr,Jul,Oct",58
2840.0,6.0,2007.0,14.0,2011.0,a,c,1,"Jan,Apr,Jul,Oct",59
5540.0,10.0,2009.0,0.0,0.0,d,c,0,,60
350.0,12.0,2007.0,1.0,2012.0,a,c,1,"Jan,Apr,Jul,Oct",61
2050.0,0.0,0.0,0.0,0.0,a,a,0,,62
3700.0,6.0,2010.0,18.0,2010.0,c,c,1,"Feb,May,Aug,Nov",63
22560.0,0.0,0.0,14.0,2013.0,d,c,1,"Jan,Apr,Jul,Oct",64
13840.0,5.0,2010.0,1.0,2012.0,a,c,1,"Jan,Apr,Jul,Oct",65
7660.0,0.0,0.0,37.0,2009.0,d,a,1,"Jan,Apr,Jul,Oct",66
410.0,2.0,2006.0,0.0,0.0,a,c,0,,67
250.0,0.0,0.0,35.0,2012.0,a,c,1,"Mar,Jun,Sept,Dec",68
1130.0,0.0,0.0,40.0,2011.0,c,c,1,"Jan,Apr,Jul,Oct",69
4840.0,0.0,0.0,0.0,0.0,c,c,0,,70
17500.0,8.0,2008.0,37.0,2009.0,a,a,1,"Mar,Jun,Sept,Dec",71
2200.0,12.0,2009.0,13.0,2010.0,a,a,1,"Jan,Apr,Jul,Oct",72
1650.0,9.0,2008.0,0.0,0.0,a,c,0,,73
330.0,0.0,0.0,0.0,0.0,a,a,0,,74
22440.0,12.0,2013.0,0.0,0.0,d,c,0,,75
19960.0,3.0,2006.0,0.0,0.0,d,c,0,,76
1090.0,8.0,2009.0,10.0,2014.0,d,c,1,"Jan,Apr,Jul,Oct",77
3510.0,11.0,2006.0,5.0,2013.0,a,a,1,"Feb,May,Aug,Nov",78
3320.0,0.0,0.0,0.0,0.0,a,a,0,,79
7910.0,0.0,0.0,0.0,0.0,d,a,0,,80
2370.0,3.0,2011.0,40.0,2014.0,a,a,1,"Jan,Apr,Jul,Oct",81
22390.0,4.0,2008.0,37.0,2009.0,a,a,1,"Jan,Apr,Jul,Oct",82
2710.0,0.0,0.0,0.0,0.0,a,a,0,,83
11810.0,8.0,2014.0,0.0,0.0,a,c,0,,84
1870.0,10.0,2011.0,0.0,0.0,b,a,0,,85
480.0,2.0,2005.0,31.0,2013.0,a,a,1,"Jan,Apr,Jul,Oct",86
560.0,12.0,2010.0,0.0,0.0,a,a,0,,87
10690.0,10.0,2005.0,0.0,0.0,a,a,0,,88
2380.0,7.0,2004.0,40.0,2014.0,a,a,1,"Jan,Apr,Jul,Oct",89
330.0,11.0,2007.0,0.0,0.0,a,a,0,,90
2410.0,0.0,0.0,35.0,2011.0,c,a,1,"Jan,Apr,Jul,Oct",91
240.0,0.0,0.0,45.0,2009.0,c,a,1,"Feb,May,Aug,Nov",92
16690.0,0.0,0.0,14.0,2011.0,a,a,1,"Jan,Apr,Jul,Oct",93
14620.0,0.0,0.0,0.0,0.0,d,c,0,,94
1890.0,10.0,2014.0,0.0,0.0,a,a,0,,95
8780.0,2.0,2005.0,37.0,2009.0,a,a,1,"Jan,Apr,Jul,Oct",96
8980.0,0.0,0.0,0.0,0.0,d,c,0,,97
15140.0,12.0,2006.0,1.0,2012.0,d,c,1,"Jan,Apr,Jul,Oct",98
2030.0,11.0,2003.0,22.0,2012.0,c,c,1,"Mar,Jun,Sept,Dec",99
17930.0,0.0,0.0,0.0,0.0,d,a,0,,100
2440.0,0.0,0.0,22.0,2012.0,d,c,1,"Mar,Jun,Sept,Dec",101
150.0,12.0,2007.0,10.0,2014.0,a,a,1,"Mar,Jun,Sept,Dec",102
5210.0,5.0,2015.0,0.0,0.0,d,c,0,,103
390.0,6.0,2009.0,0.0,0.0,a,a,0,,104
6190.0,0.0,0.0,23.0,2013.0,a,c,1,"Mar,Jun,Sept,Dec",105
1390.0,8.0,2013.0,0.0,0.0,a,a,0,,106
1930.0,9.0,2009.0,0.0,0.0,a,a,0,,107
2190.0,9.0,2003.0,0.0,0.0,d,c,0,,108
3300.0,11.0,2010.0,0.0,0.0,a,c,0,,109
46590.0,4.0,2013.0,0.0,0.0,a,c,0,,110
7890.0,0.0,0.0,37.0,2009.0,d,c,1,"Jan,Apr,Jul,Oct",111
1630.0,9.0,2009.0,0.0,0.0,a,a,0,,112
20930.0,11.0,1999.0,0.0,0.0,d,c,0,,113
4510.0,0.0,0.0,48.0,2011.0,c,a,1,"Mar,Jun,Sept,Dec",114
5740.0,4.0,2007.0,40.0,2014.0,d,c,1,"Jan,Apr,Jul,Oct",115
680.0,4.0,2013.0,0.0,0.0,a,a,0,,116
3450.0,9.0,2011.0,0.0,0.0,a,a,0,,117
3580.0,9.0,2012.0,0.0,0.0,d,c,0,,118
2100.0,2.0,2010.0,0.0,0.0,a,c,0,,119
2290.0,12.0,2014.0,37.0,2009.0,d,a,1,"Jan,Apr,Jul,Oct",120
3570.0,11.0,2009.0,36.0,2013.0,a,a,1,"Mar,Jun,Sept,Dec",121
58260.0,4.0,2013.0,0.0,0.0,a,c,0,,122
16760.0,9.0,2011.0,0.0,0.0,a,a,0,,123
1410.0,4.0,2003.0,0.0,0.0,a,a,0,,124
760.0,12.0,2005.0,0.0,0.0,a,a,0,,125
3370.0,10.0,2014.0,18.0,2011.0,d,a,1,"Feb,May,Aug,Nov",126
1350.0,12.0,2005.0,13.0,2010.0,d,a,1,"Jan,Apr,Jul,Oct",127
2000.0,0.0,0.0,1.0,2013.0,d,c,1,"Jan,Apr,Jul,Oct",128
2460.0,0.0,0.0,14.0,2011.0,a,a,1,"Jan,Apr,Jul,Oct",129
900.0,0.0,0.0,13.0,2010.0,c,a,1,"Jan,Apr,Jul,Oct",130
920.0,7.0,2015.0,0.0,0.0,c,a,0,,131
1040.0,0.0,0.0,27.0,2012.0,d,c,1,"Jan,Apr,Jul,Oct",132
270.0,8.0,2013.0,10.0,2014.0,a,a,1,"Mar,Jun,Sept,Dec",133
1200.0,9.0,2008.0,0.0,0.0,a,a,0,,134
5190.0,0.0,0.0,1.0,2013.0,d,a,1,"Jan,Apr,Jul,Oct",135
2200.0,12.0,2010.0,22.0,2012.0,a,c,1,"Feb,May,Aug,Nov",136
1730.0,7.0,2015.0,40.0,2014.0,a,a,1,"Jan,Apr,Jul,Oct",137
25360.0,10.0,2014.0,0.0,0.0,a,c,0,,138
1700.0,1.0,2008.0,14.0,2011.0,a,a,1,"Jan,Apr,Jul,Oct",139
1090.0,7.0,2010.0,1.0,2013.0,a,c,1,"Jan,Apr,Jul,Oct",140
1540.0,0.0,0.0,22.0,2012.0,c,c,1,"Mar,Jun,Sept,Dec",141
1090.0,7.0,2002.0,0.0,0.0,a,a,0,,142
2930.0,12.0,2002.0,0.0,0.0,d,a,0,,143
16570.0,0.0,0.0,0.0,0.0,a,c,0,,144
280.0,0.0,0.0,45.0,2009.0,a,a,1,"Feb,May,Aug,Nov",145
8050.0,10.0,1961.0,48.0,2012.0,d,c,1,"Jan,Apr,Jul,Oct",146
8540.0,0.0,0.0,0.0,0.0,d,c,0,,147
2090.0,12.0,2008.0,0.0,0.0,a,a,0,,148
2610.0,7.0,2006.0,14.0,2011.0,d,a,1,"Jan,Apr,Jul,Oct",149
31830.0,3.0,2010.0,0.0,0.0,c,c,0,,150
4360.0,10.0,2005.0,0.0,0.0,d,c,0,,151
1780.0,0.0,0.0,0.0,0.0,a,a,0,,152
16240.0,10.0,2000.0,18.0,2011.0,a,a,1,"Feb,May,Aug,Nov",153
16420.0,0.0,0.0,0.0,0.0,d,c,0,,154
3050.0,0.0,0.0,35.0,2010.0,d,a,1,"Jan,Apr,Jul,Oct",155
2020.0,2.0,2011.0,14.0,2011.0,a,a,1,"Mar,Jun,Sept,Dec",156
2950.0,10.0,2004.0,0.0,0.0,a,c,0,,157
11840.0,0.0,0.0,31.0,2009.0,d,c,1,"Feb,May,Aug,Nov",158
8530.0,3.0,2013.0,0.0,0.0,d,a,0,,159
17110.0,11.0,2005.0,0.0,0.0,d,c,0,,160
2970.0,3.0,2005.0,0.0,0.0,a,c,0,,161
5340.0,3.0,2012.0,13.0,2010.0,d,c,1,"Jan,Apr,Jul,Oct",162
1480.0,4.0,2009.0,0.0,0.0,a,a,0,,163
1160.0,9.0,2005.0,13.0,2010.0,a,a,1,"Jan,Apr,Jul,Oct",164
3720.0,4.0,2005.0,13.0,2010.0,a,a,1,"Jan,Apr,Jul,Oct",165
100.0,4.0,2014.0,31.0,2013.0,a,c,1,"Jan,Apr,Jul,Oct",166
140.0,4.0,2008.0,0.0,0.0,a,a,0,,167
12540.0,0.0,0.0,0.0,0.0,a,a,0,,168
980.0,7.0,2014.0,18.0,2014.0,d,a,1,"Feb,May,Aug,Nov",169
1070.0,5.0,2015.0,14.0,2011.0,a,a,1,"Jan,Apr,Jul,Oct",170
2640.0,0.0,0.0,0.0,0.0,a,a,0,,171
110.0,0.0,0.0,40.0,2014.0,a,a,1,"Jan,Apr,Jul,Oct",172
350.0,12.0,2012.0,0.0,0.0,a,a,0,,173
13090.0,0.0,0.0,22.0,2012.0,a,a,1,"Jan,Apr,Jul,Oct",174
4130.0,0.0,0.0,0.0,0.0,c,a,0,,175
3770.0,0.0,0.0,0.0,0.0,a,a,0,,176
1250.0,2.0,2004.0,5.0,2013.0,a,a,1,"Feb,May,Aug,Nov",177
1710.0,0.0,0.0,0.0,0.0,d,a,0,,178
480.0,0.0,0.0,0.0,0.0,a,c,0,,179
5800.0,9.0,2010.0,0.0,0.0,d,a,0,,180
12610.0,3.0,2013.0,14.0,2011.0,a,a,1,"Jan,Apr,Jul,Oct",181
1390.0,0.0,0.0,9.0,2011.0,d,c,1,"Mar,Jun,Sept,Dec",182
9670.0,0.0,0.0,0.0,0.0,a,a,0,,183
3560.0,0.0,0.0,0.0,0.0,d,c,0,,184
1860.0,5.0,2015.0,0.0,0.0,d,c,0,,185
290.0,10.0,2011.0,40.0,2014.0,a,a,1,"Jan,Apr,Jul,Oct",186
19360.0,0.0,0.0,0.0,0.0,a,c,0,,187
850.0,0.0,0.0,18.0,2011.0,d,a,1,"Feb,May,Aug,Nov",188
5760.0,7.0,2014.0,0.0,0.0,d,a,0,,189
1470.0,12.0,2006.0,40.0,2014.0,a,a,1,"Jan,Apr,Jul,Oct",190
1100.0,8.0,2013.0,40.0,2014.0,a,a,1,"Jan,Apr,Jul,Oct",191
2770.0,3.0,2008.0,40.0,2014.0,d,c,1,"Jan,Apr,Jul,Oct",192
520.0,0.0,0.0,0.0,0.0,a,a,0,,193
16970.0,0.0,0.0,5.0,2013.0,d,c,1,"Feb,May,Aug,Nov",194
220.0,0.0,0.0,0.0,0.0,a,c,0,,195
3850.0,11.0,2005.0,14.0,2011.0,c,a,1,"Jan,Apr,Jul,Oct",196
4210.0,3.0,2015.0,0.0,0.0,c,a,0,,197
290.0,9.0,2002.0,13.0,2010.0,a,a,1,"Jan,Apr,Jul,Oct",198
6360.0,12.0,2010.0,14.0,2012.0,d,c,1,"Mar,Jun,Sept,Dec",199
1650.0,10.0,2000.0,0.0,0.0,a,a,0,,200
20260.0,0.0,0.0,18.0,2014.0,d,a,1,"Mar,Jun,Sept,Dec",201
5140.0,5.0,2010.0,0.0,0.0,d,c,0,,202
490.0,11.0,2002.0,0.0,0.0,c,c,0,,203
5630.0,12.0,2002.0,40.0,2014.0,a,a,1,"Jan,Apr,Jul,Oct",204
110.0,12.0,2007.0,0.0,0.0,a,a,0,,205
380.0,0.0,0.0,14.0,2012.0,a,c,1,"Jan,Apr,Jul,Oct",206
6870.0,0.0,0.0,0.0,0.0,a,a,0,,207
300.0,4.0,2006.0,0.0,0.0,c,a,0,,208
11680.0,9.0,2011.0,31.0,2013.0,a,c,1,"Jan,Apr,Jul,Oct",209
970.0,11.0,1999.0,5.0,2013.0,d,a,1,"Feb,May,Aug,Nov",210
350.0,11.0,2006.0,0.0,0.0,a,c,0,,211
15050.0,9.0,2008.0,0.0,0.0,a,c,0,,212
4030.0,3.0,2014.0,1.0,2014.0,d,c,1,"Jan,Apr,Jul,Oct",213
8650.0,7.0,2013.0,10.0,2014.0,d,a,1,"Jan,Apr,Jul,Oct",214
150.0,0.0,0.0,45.0,2009.0,d,a,1,"Feb,May,Aug,Nov",215
190.0,0.0,0.0,45.0,2009.0,c,a,1,"Feb,May,Aug,Nov",216
3150.0,0.0,0.0,0.0,0.0,c,a,0,,217
640.0,0.0,0.0,9.0,2011.0,a,c,1,"Mar,Jun,Sept,Dec",218
1640.0,2.0,2013.0,0.0,0.0,a,a,0,,219
1000.0,9.0,2008.0,0.0,0.0,a,a,0,,220
13530.0,9.0,2013.0,0.0,0.0,d,c,0,,221
2170.0,11.0,2008.0,0.0,0.0,a,a,0,,222
2920.0,10.0,1995.0,27.0,2011.0,d,c,1,"Jan,Apr,Jul,Oct",223
7930.0,0.0,0.0,1.0,2013.0,d,c,1,"Jan,Apr,Jul,Oct",224
10180.0,5.0,2015.0,0.0,0.0,d,a,0,,225
450.0,0.0,0.0,0.0,0.0,a,a,0,,226
2370.0,0.0,0.0,0.0,0.0,a,a,0,,227
10800.0,0.0,0.0,18.0,2011.0,d,c,1,"Feb,May,Aug,Nov",228
17410.0,4.0,2007.0,14.0,2011.0,d,c,1,"Jan,Apr,Jul,Oct",229
6680.0,9.0,2013.0,0.0,0.0,d,c,0,,230
3840.0,10.0,2008.0,39.0,2010.0,d,c,1,"Feb,May,Aug,Nov",231
13570.0,5.0,2010.0,10.0,2013.0,c,c,1,"Mar,Jun,Sept,Dec",232
1890.0,0.0,0.0,0.0,0.0,a,a,0,,233
4370.0,0.0,0.0,0.0,0.0,d,a,0,,234
5710.0,3.0,2012.0,37.0,2009.0,a,a,1,"Jan,Apr,Jul,Oct",235
1000.0,11.0,2007.0,0.0,0.0,a,a,0,,236
1420.0,11.0,2007.0,0.0,0.0,a,a,0,,237
320.0,0.0,0.0,45.0,2009.0,a,a,1,"Feb,May,Aug,Nov",238
610.0,0.0,0.0,0.0,0.0,d,c,0,,239
1110.0,5.0,2009.0,0.0,0.0,a,a,0,,240
780.0,0.0,0.0,0.0,0.0,d,c,0,,241
6880.0,9.0,2001.0,14.0,2011.0,d,a,1,"Jan,Apr,Jul,Oct",242
310.0,0.0,0.0,5.0,2013.0,a,a,1,"Feb,May,Aug,Nov",243
710.0,3.0,2012.0,1.0,2012.0,d,a,1,"Jan,Apr,Jul,Oct",244
1310.0,0.0,0.0,0.0,0.0,a,c,0,,245
4660.0,4.0,2013.0,0.0,0.0,c,a,0,,246
70.0,11.0,2010.0,5.0,2013.0,d,c,1,"Feb,May,Aug,Nov",247
340.0,9.0,2012.0,40.0,2012.0,a,c,1,"Jan,Apr,Jul,Oct",248
18010.0,9.0,2014.0,0.0,0.0,d,c,0,,249
3520.0,0.0,0.0,18.0,2012.0,d,a,1,"Feb,May,Aug,Nov",250
340.0,0.0,0.0,0.0,0.0,a,c,0,,251
22330.0,0.0,0.0,5.0,2010.0,d,c,1,"Feb,May,Aug,Nov",252
250.0,0.0,0.0,5.0,2013.0,a,c,1,"Feb,May,Aug,Nov",253
330.0,3.0,2008.0,1.0,2012.0,d,a,1,"Mar,Jun,Sept,Dec",254
4630.0,3.0,2011.0,35.0,2011.0,c,c,1,"Feb,May,Aug,Nov",255
80.0,9.0,2005.0,10.0,2014.0,a,c,1,"Mar,Jun,Sept,Dec",256
420.0,12.0,2012.0,0.0,0.0,a,a,0,,257
27190.0,7.0,2010.0,37.0,2009.0,a,a,1,"Jan,Apr,Jul,Oct",258
210.0,0.0,0.0,0.0,0.0,b,b,0,,259
540.0,10.0,2011.0,0.0,0.0,a,a,0,,260
15340.0,4.0,2015.0,39.0,2009.0,d,c,1,"Jan,Apr,Jul,Oct",261
1180.0,5.0,2013.0,0.0,0.0,b,a,0,,262
1140.0,5.0,2013.0,40.0,2014.0,a,c,1,"Jan,Apr,Jul,Oct",263
180.0,3.0,2014.0,0.0,0.0,a,a,0,,264
4580.0,0.0,0.0,14.0,2015.0,a,a,1,"Jan,Apr,Jul,Oct",265
360.0,3.0,2014.0,9.0,2011.0,a,c,1,"Mar,Jun,Sept,Dec",266
2460.0,1.0,2012.0,0.0,0.0,c,a,0,,267
4520.0,2.0,2014.0,0.0,0.0,a,a,0,,268
60.0,6.0,2015.0,0.0,0.0,a,c,0,,269
1450.0,7.0,2014.0,0.0,0.0,a,a,0,,270
420.0,0.0,0.0,14.0,2011.0,a,a,1,"Jan,Apr,Jul,Oct",271
16180.0,7.0,2003.0,14.0,2011.0,a,a,1,"Jan,Apr,Jul,Oct",272
8480.0,0.0,0.0,0.0,0.0,a,c,0,,273
3640.0,0.0,0.0,10.0,2013.0,b,b,1,"Jan,Apr,Jul,Oct",274
300.0,5.0,2014.0,40.0,2014.0,d,a,1,"Jan,Apr,Jul,Oct",275
2960.0,10.0,2014.0,36.0,2013.0,a,a,1,"Mar,Jun,Sept,Dec",276
7840.0,0.0,0.0,31.0,2009.0,d,c,1,"Feb,May,Aug,Nov",277
9260.0,2.0,2010.0,0.0,0.0,a,c,0,,278
2320.0,0.0,0.0,40.0,2012.0,d,c,1,"Jan,Apr,Jul,Oct",279
18640.0,9.0,2013.0,10.0,2014.0,d,c,1,"Mar,Jun,Sept,Dec",280
6970.0,9.0,2011.0,0.0,0.0,d,c,0,,281
1220.0,12.0,2010.0,0.0,0.0,a,a,0,,282
2260.0,0.0,0.0,40.0,2014.0,a,a,1,"Jan,Apr,Jul,Oct",283
1290.0,0.0,0.0,40.0,2014.0,d,a,1,"Jan,Apr,Jul,Oct",284
2410.0,0.0,0.0,0.0,0.0,a,a,0,,285
1460.0,4.0,2015.0,0.0,0.0,a,a,0,,286
2740.0,5.0,2009.0,40.0,2014.0,c,a,1,"Jan,Apr,Jul,Oct",287
800.0,0.0,0.0,14.0,2011.0,d,a,1,"Mar,Jun,Sept,Dec",288
6540.0,12.0,2007.0,0.0,0.0,d,a,0,,289
4150.0,5.0,2001.0,0.0,0.0,a,a,0,,290
0.0,0.0,0.0,0.0,0.0,d,a,0,,291
1100.0,6.0,2009.0,0.0,0.0,a,a,0,,292
140.0,11.0,2007.0,0.0,0.0,c,c,0,,293
3150.0,5.0,2005.0,0.0,0.0,a,a,0,,294
210.0,11.0,2000.0,36.0,2013.0,a,a,1,"Mar,Jun,Sept,Dec",295
9580.0,5.0,2007.0,45.0,2014.0,a,a,1,"Feb,May,Aug,Nov",296
2300.0,9.0,2010.0,0.0,0.0,a,a,0,,297
19840.0,7.0,2009.0,0.0,0.0,d,a,0,,298
38630.0,9.0,2012.0,0.0,0.0,d,c,0,,299
120.0,4.0,2009.0,1.0,2012.0,a,c,1,"Jan,Apr,Jul,Oct",300
4510.0,3.0,2015.0,0.0,0.0,a,c,0,,301
2190.0,12.0,2007.0,9.0,2011.0,d,c,1,"Mar,Jun,Sept,Dec",302
15430.0,11.0,2012.0,18.0,2011.0,a,a,1,"Feb,May,Aug,Nov",303
1950.0,7.0,2015.0,0.0,0.0,a,a,0,,304
2470.0,2.0,2005.0,31.0,2013.0,c,c,1,"Mar,Jun,Sept,Dec",305
5100.0,4.0,2007.0,40.0,2014.0,a,a,1,"Jan,Apr,Jul,Oct",306
18660.0,9.0,2002.0,0.0,0.0,a,a,0,,307
1070.0,12.0,2006.0,13.0,2010.0,a,a,1,"Jan,Apr,Jul,Oct",308
8740.0,0.0,0.0,37.0,2009.0,d,a,1,"Feb,May,Aug,Nov",309
2290.0,0.0,0.0,10.0,2014.0,a,c,1,"Mar,Jun,Sept,Dec",310
680.0,7.0,2005.0,0.0,0.0,a,c,0,,311
11300.0,3.0,2012.0,0.0,0.0,d,a,0,,312
14160.0,0.0,0.0,0.0,0.0,d,c,0,,313
3560.0,10.0,2001.0,31.0,2013.0,a,a,1,"Feb,May,Aug,Nov",314
38710.0,4.0,2013.0,0.0,0.0,a,c,0,,315
9000.0,8.0,2001.0,0.0,0.0,d,a,0,,316
3140.0,7.0,2013.0,14.0,2011.0,d,a,1,"Jan,Apr,Jul,Oct",317
32330.0,3.0,2014.0,0.0,0.0,d,c,0,,318
570.0,9.0,2012.0,27.0,2012.0,a,c,1,"Mar,Jun,Sept,Dec",319
210.0,9.0,2012.0,0.0,0.0,a,c,0,,320
8140.0,11.0,2013.0,10.0,2014.0,c,c,1,"Mar,Jun,Sept,Dec",321
17500.0,4.0,2001.0,37.0,2009.0,a,a,1,"Jan,Apr,Jul,Oct",322
8400.0,4.0,2012.0,5.0,2013.0,d,c,1,"Feb,May,Aug,Nov",323
13140.0,0.0,0.0,14.0,2011.0,a,a,1,"Jan,Apr,Jul,Oct",324
350.0,3.0,2011.0,22.0,2011.0,a,c,1,"Feb,May,Aug,Nov",325
10070.0,5.0,2015.0,31.0,2013.0,d,a,1,"Feb,May,Aug,Nov",326
1390.0,12.0,2004.0,0.0,0.0,c,c,0,,327
3130.0,7.0,2002.0,0.0,0.0,a,a,0,,328
1310.0,6.0,1990.0,22.0,2012.0,a,a,1,"Mar,Jun,Sept,Dec",329
370.0,0.0,0.0,22.0,2012.0,a,c,1,"Mar,Jun,Sept,Dec",330
670.0,0.0,0.0,14.0,2015.0,a,c,1,"Jan,Apr,Jul,Oct",331
1840.0,3.0,2006.0,0.0,0.0,a,a,0,,332
3720.0,2.0,2010.0,0.0,0.0,a,c,0,,333
4040.0,8.0,2008.0,18.0,2013.0,d,c,1,"Mar,Jun,Sept,Dec",334
90.0,0.0,0.0,31.0,2013.0,b,a,1,"Jan,Apr,Jul,Oct",335
190.0,7.0,2014.0,0.0,0.0,a,a,0,,336
10600.0,7.0,2005.0,45.0,2014.0,d,c,1,"Feb,May,Aug,Nov",337
1590.0,0.0,0.0,37.0,2009.0,a,c,1,"Jan,Apr,Jul,Oct",338
2280.0,0.0,0.0,10.0,2013.0,a,c,1,"Mar,Jun,Sept,Dec",339
8080.0,0.0,0.0,0.0,0.0,a,c,0,,340
190.0,9.0,2011.0,0.0,0.0,a,a,0,,341
15770.0,0.0,0.0,40.0,2014.0,d,c,1,"Jan,Apr,Jul,Oct",342
18650.0,4.0,2004.0,14.0,2014.0,d,a,1,"Jan,Apr,Jul,Oct",343
300.0,4.0,2011.0,14.0,2011.0,a,c,1,"Jan,Apr,Jul,Oct",344
120.0,0.0,0.0,22.0,2012.0,a,a,1,"Jan,Apr,Jul,Oct",345
8090.0,0.0,0.0,0.0,0.0,a,c,0,,346
9360.0,7.0,2013.0,22.0,2012.0,d,c,1,"Mar,Jun,Sept,Dec",347
16490.0,0.0,0.0,22.0,2012.0,a,a,1,"Jan,Apr,Jul,Oct",348
1490.0,4.0,2009.0,0.0,0.0,c,c,0,,349
8880.0,0.0,0.0,14.0,2011.0,d,a,1,"Jan,Apr,Jul,Oct",350
5290.0,11.0,2012.0,5.0,2013.0,a,a,1,"Feb,May,Aug,Nov",351
6360.0,0.0,0.0,40.0,2012.0,d,c,1,"Mar,Jun,Sept,Dec",352
900.0,0.0,0.0,14.0,2013.0,b,b,1,"Feb,May,Aug,Nov",353
