ind1,inda,logp,lumo,mutagenic,molecule_id,node_type
0,0,4.245092391967773,-1.1523501873016357,no,50,molecule
1,0,2.440446615219116,-2.2832891941070557,yes,51,molecule
1,0,3.983520269393921,-2.7948343753814697,yes,52,molecule
1,0,4.347707748413086,-2.209913969039917,yes,53,molecule
1,0,5.028419017791748,-1.5898792743682861,yes,54,molecule
0,0,1.2305244207382202,-1.5711313486099243,no,55,molecule
0,0,1.1996101140975952,-2.1545302867889404,yes,56,molecule
0,0,2.031141519546509,-2.180454969406128,yes,57,molecule
1,0,4.806027412414551,-2.1213536262512207,yes,58,molecule
0,0,0.7552530765533447,-1.6151491403579712,no,59,molecule
0,0,3.2165467739105225,-2.225350856781006,yes,60,molecule
1,0,3.9630541801452637,-1.830474853515625,yes,61,molecule
1,0,2.547752618789673,-2.267120838165283,yes,62,molecule
1,0,6.280834197998047,-1.7268743515014648,yes,63,molecule
0,0,3.2465317249298096,-1.313995122909546,yes,64,molecule
1,0,4.968964099884033,-1.4151365756988525,yes,65,molecule
0,0,2.402677059173584,-3.3079848289489746,yes,66,molecule
1,0,4.189776420593262,-2.6319000720977783,yes,67,molecule
0,0,2.9428114891052246,-2.258988618850708,yes,68,molecule
1,1,5.229556560516357,-1.9986213445663452,yes,69,molecule
1,1,5.052916526794434,-1.9926044940948486,yes,70,molecule
1,0,5.2742085456848145,-1.8433396816253662,yes,71,molecule
1,0,6.598150730133057,-1.794653058052063,yes,72,molecule
1,0,4.300407409667969,-1.4437260627746582,yes,73,molecule
0,0,1.8254703283309937,-1.593138337135315,no,74,molecule
1,0,3.8663711547851562,-1.2274125814437866,yes,75,molecule
1,0,3.1159586906433105,-1.2617087364196777,yes,76,molecule
1,0,4.607878684997559,-2.2019505500793457,yes,77,molecule
0,0,2.116657257080078,-1.145138144493103,no,78,molecule
1,0,5.664538860321045,-1.6749345064163208,yes,79,molecule
0,0,2.8946712017059326,-3.767331123352051,yes,80,molecule
0,0,1.8287113904953003,-1.1588220596313477,no,81,molecule
1,0,3.880197048187256,-2.730290412902832,yes,82,molecule
0,0,1.70453679561615,-1.4826653003692627,yes,83,molecule
0,0,2.0627434253692627,-1.376678228378296,yes,84,molecule
0,0,1.837041974067688,-1.538211464881897,no,85,molecule
0,0,2.8632752895355225,-2.279611349105835,yes,86,molecule
1,0,3.8160388469696045,-1.6845059394836426,yes,87,molecule
1,0,6.562820911407471,-1.6398277282714844,yes,88,molecule
1,0,6.191405773162842,-1.3936681747436523,no,89,molecule
1,0,4.5630364418029785,-1.5786024332046509,yes,90,molecule
0,0,1.8609188795089722,-1.1362802982330322,no,91,molecule
0,0,2.7102322578430176,-1.708229660987854,no,92,molecule
0,0,2.840343713760376,-1.1215648651123047,no,93,molecule
1,0,5.279946327209473,-2.6179232597351074,yes,94,molecule
0,0,1.9270997047424316,-1.3368669748306274,yes,95,molecule
0,0,2.669430732727051,-1.201704502105713,yes,96,molecule
0,0,2.5413124561309814,-1.509645938873291,no,97,molecule
1,0,5.794910907745361,-1.6025843620300293,yes,98,molecule
1,0,4.514282703399658,-2.2026102542877197,yes,99,molecule
1,0,4.423358917236328,-1.4240742921829224,yes,100,molecule
1,0,4.4765214920043945,-1.6312142610549927,yes,101,molecule
1,0,4.69849157333374,-1.6218905448913574,yes,102,molecule
0,0,2.2180466651916504,-0.7480461597442627,no,103,molecule
1,0,3.555351972579956,-1.6595656871795654,yes,104,molecule
1,0,4.95770788192749,-2.05546498298645,yes,105,molecule
0,0,2.6291861534118652,-2.063016414642334,no,106,molecule
0,0,3.113168954849243,-0.9851195812225342,no,107,molecule
0,0,3.8890299797058105,-1.2585784196853638,no,108,molecule
0,0,2.984952926635742,-1.1561590433120728,no,109,molecule
0,0,2.121155261993408,-1.3692899942398071,yes,110,molecule
0,0,3.13443660736084,-2.188948392868042,yes,111,molecule
0,0,1.1116873025894165,-1.6791406869888306,no,112,molecule
1,0,4.27018404006958,-2.81210994720459,yes,113,molecule
0,0,2.956234931945801,-2.11739444732666,no,114,molecule
1,0,3.868586540222168,-1.7715507745742798,yes,115,molecule
1,0,2.279653310775757,-2.251713991165161,yes,116,molecule
0,0,2.6877517700195312,-2.1153252124786377,yes,117,molecule
1,0,4.663900852203369,-2.05945086479187,yes,118,molecule
1,0,5.595211982727051,-1.4645700454711914,yes,119,molecule
1,0,3.375530481338501,-1.2826176881790161,yes,120,molecule
0,0,2.116177558898926,-0.7726418972015381,yes,121,molecule
1,0,4.587785243988037,-1.9379734992980957,yes,122,molecule
0,0,2.9250099658966064,-1.1350821256637573,no,123,molecule
0,0,3.668222427368164,-1.8527438640594482,yes,124,molecule
0,0,4.581578731536865,-1.1555062532424927,no,125,molecule
0,0,2.7061245441436768,-1.3317102193832397,no,126,molecule
0,0,2.835437297821045,-1.2216278314590454,no,127,molecule
0,0,2.201530933380127,-1.695749044418335,no,128,molecule
0,0,3.738064765930176,-1.2034661769866943,no,129,molecule
1,0,5.16018533706665,-2.170058250427246,yes,130,molecule
1,0,4.62674617767334,-2.250119924545288,yes,131,molecule
1,0,5.397822380065918,-1.5811083316802979,yes,132,molecule
1,0,4.610151767730713,-1.5861432552337646,yes,133,molecule
1,0,3.485055923461914,-1.6124836206436157,yes,134,molecule
0,0,2.814638376235962,-1.6617263555526733,no,135,molecule
0,0,3.8752706050872803,-1.6053835153579712,yes,136,molecule
1,0,4.504354000091553,-2.1854872703552246,yes,137,molecule
1,0,5.387100696563721,-1.9110532999038696,yes,138,molecule
1,0,6.39382266998291,-1.6621164083480835,yes,139,molecule
0,0,2.8898260593414307,-1.9914491176605225,no,140,molecule
1,1,5.153886795043945,-2.0093257427215576,yes,141,molecule
1,0,4.112183094024658,-2.224473714828491,yes,142,molecule
0,0,1.5610169172286987,-1.316558599472046,no,143,molecule
0,0,2.7746047973632812,-0.7594588398933411,no,144,molecule
1,0,4.414007663726807,-2.9596991539001465,yes,145,molecule
1,0,4.88018274307251,-2.0343620777130127,yes,146,molecule
0,0,1.8234755992889404,-1.4224567413330078,no,147,molecule
0,0,4.03611421585083,-1.1713300943374634,no,148,molecule
1,1,5.1544365882873535,-2.069248676300049,yes,149,molecule
0,0,1.837943196296692,-1.2474260330200195,no,150,molecule
1,0,3.8958661556243896,-1.1830296516418457,yes,151,molecule
0,0,1.3521324396133423,-1.4579089879989624,no,152,molecule
1,0,4.7796406745910645,-1.5566318035125732,yes,153,molecule
0,0,2.0836904048919678,-1.2469624280929565,no,154,molecule
1,0,4.773774147033691,-1.6348228454589844,yes,155,molecule
0,0,2.7979230880737305,-1.2291650772094727,yes,156,molecule
0,0,2.721325635910034,-1.2636992931365967,yes,157,molecule
0,0,3.080806255340576,-1.801271677017212,yes,158,molecule
1,0,6.34060525894165,-2.2369272708892822,yes,159,molecule
0,0,2.5621204376220703,-1.1223243474960327,no,160,molecule
0,0,2.2595832347869873,-2.0550436973571777,yes,161,molecule
1,0,4.0109100341796875,-2.416287660598755,yes,162,molecule
1,0,3.8510866165161133,-1.3547502756118774,yes,163,molecule
0,0,2.4166131019592285,-1.5279344320297241,no,164,molecule
1,0,5.973443031311035,-2.230607271194458,yes,165,molecule
1,0,4.305060386657715,-2.5382943153381348,yes,166,molecule
1,0,3.726930856704712,-1.6888169050216675,yes,167,molecule
1,0,4.8176984786987305,-1.7063835859298706,yes,168,molecule
0,0,2.1463658809661865,-1.6250245571136475,no,169,molecule
0,0,1.8534480333328247,-1.1164591312408447,no,170,molecule
1,0,4.562946796417236,-2.4886395931243896,yes,171,molecule
1,0,4.549515247344971,-2.294694662094116,yes,172,molecule
0,0,3.1088311672210693,-2.151813268661499,yes,173,molecule
0,0,1.774946928024292,-1.1805095672607422,no,174,molecule
1,0,2.462120532989502,-1.7054435014724731,yes,175,molecule
1,0,4.784650802612305,-1.9085701704025269,yes,176,molecule
1,0,2.6630918979644775,-1.9256781339645386,yes,177,molecule
0,0,2.1010384559631348,-1.6158405542373657,no,178,molecule
1,0,7.840000152587891,-1.5897068977355957,no,179,molecule
0,0,3.4836266040802,-1.1502225399017334,no,180,molecule
1,0,4.026294708251953,-3.332348108291626,yes,181,molecule
1,0,4.633709907531738,-1.6836695671081543,yes,182,molecule
1,0,3.1065099239349365,-1.1459221839904785,yes,183,molecule
0,0,2.656567096710205,-1.408521056175232,no,184,molecule
0,0,1.8421672582626343,-1.6842479705810547,no,185,molecule
0,0,2.870483160018921,-1.25971257686615,no,186,molecule
0,0,0.014428629539906979,-1.6253597736358643,no,187,molecule
