element,type,charge,molecule_id,atom_id
h,3,0.149,1056,1096
c,22,-0.121,1056,1097
h,3,0.152,1056,1098
n,32,0.814,1056,1099
o,40,-0.107,1127,1128
c,29,0.008,1127,1129
c,29,0.002,1127,1130
c,22,-0.125,1127,1131
h,3,0.108,1127,1132
c,22,-0.115,1127,1133
c,29,0.006,1127,1134
h,3,0.147,1127,1135
h,3,0.15,1127,1136
c,27,0.012,1127,1137
h,3,0.061,1127,1138
c,22,-0.111,1127,1139
c,10,-0.091,1127,1140
h,3,0.152,1127,1141
c,16,-0.388,1127,1142
c,22,-0.115,1127,1143
h,3,0.149,1127,1144
h,3,0.152,1127,1145
c,22,0.138,1127,1146
c,22,-0.124,1127,1147
c,22,0.123,1127,1148
c,22,-0.121,1127,1149
c,22,-0.119,1127,1150
n,38,0.812,1127,1151
c,27,0.021,1127,1152
c,22,0.055,1127,1153
h,3,0.135,1154,1162
c,195,-0.112,1154,1163
h,3,0.058,1154,1164
h,3,0.149,1154,1165
c,21,-0.08,1154,1166
h,3,0.127,1154,1167
n,38,0.817,1154,1168
h,3,0.145,1154,1169
c,22,-0.089,1154,1170
o,40,-0.377,1154,1171
c,22,-0.109,1154,1172
c,22,-0.148,1154,1173
c,22,0.188,1154,1174
c,27,0.007,1154,1182
o,40,-0.391,1154,1183
c,22,0.807,1154,1184
h,3,0.163,1154,1187
c,22,-0.126,1154,1188
c,22,0.015,1154,1189
o,40,-0.392,1154,1190
h,3,0.148,1154,1191
h,1,0.126,1154,1192
c,22,-0.118,1154,1193
n,38,-0.124,1154,1194
c,22,-0.148,1154,1195
c,27,-0.084,1154,1196
h,3,0.282,1250,1210
c,22,-0.142,1250,1212
c,10,0.011,1250,1213
c,27,0.006,1250,1214
c,22,-0.109,1250,1215
h,3,0.163,1250,1216
h,3,0.147,1250,1217
o,40,-0.386,1250,1218
o,40,-0.135,1250,1219
c,22,-0.133,1250,1220
c,22,-0.118,1250,1221
c,22,-0.114,1250,1222
h,3,0.154,1250,1223
h,3,0.145,1250,1224
c,22,-0.118,1250,1225
c,22,-0.128,1250,1226
h,3,0.152,1250,1227
o,40,-0.379,1250,1229
h,3,0.145,1250,1230
o,40,-0.386,1250,1231
c,21,0.015,1268,1264
h,3,0.154,1268,1265
c,93,0.055,1268,1266
c,22,-0.08,1268,1267
c,27,0.005,1268,1269
o,40,-0.398,1268,1270
c,22,-0.121,1268,1271
h,8,0.005,1268,1272
h,3,-0.12,1268,1273
c,22,0.138,1268,1274
h,3,0.058,1268,1275
h,3,-0.125,1268,1276
c,26,0.188,1268,1277
n,34,0.577,1268,1278
n,38,0.815,1268,1279
h,3,0.145,1268,1280
h,3,0.059,1268,1281
h,3,0.142,1268,1282
o,40,0.011,1268,1283
h,3,-0.12,1268,1284
h,3,0.153,1268,1285
c,22,0.096,1268,1286
c,28,0.008,1268,1287
c,22,-0.118,1268,1288
c,27,0.009,1268,1289
h,3,0.139,1268,1290
o,40,-0.092,1268,1291
h,3,0.145,1268,1292
o,40,0.144,1268,1293
c,22,0.817,1268,1294
c,22,-0.127,1315,1316
h,3,0.154,1315,1317
c,22,-0.115,1315,1318
c,22,0.012,1315,1319
o,40,0.807,1315,1320
h,3,-0.124,1315,1321
h,3,0.152,1315,1322
h,3,0.132,1315,1323
n,38,0.814,1315,1324
h,3,0.12,1315,1325
h,3,0.132,1315,1326
c,22,-0.118,1315,1327
h,3,0.142,1315,1328
c,22,-0.08,1315,1329
h,3,-0.124,1315,1330
o,40,-0.391,1315,1331
c,27,-0.119,1315,1332
n,38,-0.124,1315,1333
n,38,-0.085,1315,1334
h,3,0.134,1315,1335
h,3,0.142,1315,1336
o,40,0.787,1315,1337
c,27,0.118,1315,1338
c,22,-0.079,1315,1339
o,40,-0.393,1315,1340
h,3,0.142,1315,1341
c,16,0.144,1315,1342
c,22,-0.123,1315,1343
c,22,-0.115,1315,1344
o,40,-0.392,1315,1345
c,16,-0.396,1315,1346
n,38,0.126,1315,1347
h,3,0.176,1315,1348
o,40,-0.384,1315,1349
o,40,-0.386,1315,1350
c,22,0.012,1315,1351
c,29,0.005,1315,1352
c,22,-0.118,1315,1353
c,22,-0.111,1315,1354
c,27,0.016,1315,1355
c,29,0.016,1441,1401
o,40,-0.081,1441,1403
c,22,-0.115,1441,1404
c,22,-0.105,1441,1405
c,22,0.138,1441,1406
c,22,-0.114,1441,1407
c,22,-0.133,1441,1408
c,29,-0.137,1441,1409
c,27,0.011,1441,1410
h,3,0.047,1441,1411
c,29,0.055,1441,1412
o,40,-0.386,1441,1413
c,22,-0.118,1441,1414
o,40,-0.384,1441,1415
c,22,0.012,1441,1416
c,27,-0.378,1441,1417
c,29,-0.142,1441,1418
h,3,0.019,1441,1420
c,22,-0.118,1441,1421
c,22,-0.124,1441,1422
h,1,-0.074,1443,1442
c,22,-0.115,1443,1471
c,22,0.823,1443,1472
c,22,-0.114,1443,1473
c,22,-0.13,1443,1474
h,3,0.146,1443,1475
c,10,0.055,1443,1476
c,29,0.132,1443,1477
o,10,-0.393,1443,1478
h,3,0.154,1443,1479
c,22,-0.113,1443,1480
c,27,0.007,1443,1481
c,27,0.009,1443,1482
c,10,0.012,1443,1483
h,1,0.822,1443,1484
h,3,0.061,1443,1485
c,27,0.163,1443,1486
c,27,0.008,1443,1487
c,22,-0.094,1443,1488
n,38,-0.085,1443,1489
n,38,-0.085,1443,1490
h,3,0.134,1443,1491
n,38,0.816,1443,1492
c,27,0.015,1443,1493
o,40,-0.395,1443,1494
c,22,-0.118,1443,1495
c,27,0.018,1515,1496
h,3,0.142,1515,1497
c,28,-0.388,1515,1498
h,3,0.132,1515,1499
c,22,0.112,1515,1500
c,22,-0.122,1515,1501
h,3,0.132,1515,1502
h,3,0.056,1515,1503
c,27,0.015,1515,1504
h,3,-0.106,1515,1505
h,3,0.132,1515,1506
c,22,0.01,1515,1507
c,22,-0.123,1515,1508
c,22,-0.114,1515,1509
c,22,0.019,1515,1510
h,3,0.059,1515,1511
h,3,0.062,1515,1512
c,22,-0.111,1515,1513
h,3,0.062,1515,1514
h,3,0.132,1562,1563
o,40,-0.404,1562,1564
c,22,-0.125,1562,1565
c,27,-0.089,1562,1566
o,40,-0.393,1562,1567
c,22,0.202,1562,1568
c,27,0.012,1562,1569
h,3,0.145,1562,1570
c,22,-0.118,1562,1571
c,22,-0.118,1562,1572
c,22,-0.114,1562,1573
h,3,0.059,1562,1574
h,3,0.146,1562,1575
c,22,-0.115,1562,1576
h,3,0.108,1562,1577
c,22,-0.116,1562,1578
c,22,0.012,1562,1579
c,10,-0.091,1562,1580
c,22,-0.123,1562,1581
n,38,-0.085,1562,1582
c,22,0.005,1562,1583
h,3,0.146,1562,1584
c,22,0.182,1562,1585
c,22,-0.112,1562,1586
h,3,0.069,1562,1587
h,3,0.118,1562,1588
h,3,0.158,1639,1590
o,40,-0.111,1639,1591
h,3,-0.124,1639,1592
c,22,-0.107,1639,1593
c,27,-0.115,1639,1594
c,22,-0.111,1639,1595
c,22,0.015,1639,1596
o,40,-0.391,1639,1597
c,22,-0.118,1639,1598
n,32,-0.393,1639,1599
o,40,-0.384,1639,1600
h,3,0.145,1639,1601
h,3,0.152,1639,1602
c,22,-0.118,1639,1603
h,3,0.152,1639,1604
c,22,-0.122,1639,1605
h,3,0.145,1639,1640
c,22,-0.121,1639,1641
c,28,-0.129,1639,1642
o,40,-0.413,1639,1643
h,3,0.141,1639,1644
o,40,-0.384,1639,1645
h,3,-0.106,1639,1646
c,29,-0.091,1639,1647
o,40,-0.386,1639,1648
h,3,0.132,1639,1649
c,22,-0.122,1639,1650
c,29,0.008,1639,1651
c,22,-0.121,1639,1652
c,27,0.818,1639,1653
o,40,-0.389,1681,1682
h,3,0.149,1681,1683
c,22,-0.115,1681,1684
c,22,-0.118,1681,1685
c,22,-0.126,1681,1686
h,3,0.152,1681,1687
c,22,-0.125,1681,1688
n,38,0.059,1681,1689
h,3,0.149,1681,1690
c,22,-0.116,1681,1691
c,22,-0.142,1681,1692
c,22,-0.133,1681,1693
o,40,-0.107,1681,1694
c,22,0.163,1681,1695
c,22,0.002,1681,1696
c,22,0.004,1681,1697
h,3,0.134,1681,1698
h,3,0.138,1681,1699
c,22,0.15,1681,1700
c,10,-0.084,1681,1701
c,22,-0.142,1681,1702
c,22,0.046,1681,1703
h,3,0.127,1681,1704
c,29,0.132,1681,1705
c,22,0.132,1681,1706
c,22,0.125,1681,1707
c,10,-0.135,1753,1708
c,92,-0.384,1753,1709
o,40,-0.386,1753,1710
h,3,0.153,1753,1711
c,27,-0.085,1753,1712
h,3,0.118,1753,1713
c,22,-0.148,1753,1714
c,22,-0.116,1753,1715
c,22,-0.116,1753,1716
h,3,0.147,1753,1717
c,22,0.142,1753,1718
o,40,-0.413,1753,1719
h,3,0.137,1753,1720
c,22,-0.116,1753,1721
c,22,-0.126,1753,1722
o,40,-0.393,1753,1723
o,40,-0.412,1753,1754
c,22,-0.111,1753,1755
o,40,-0.386,1753,1756
c,22,-0.133,1753,1757
h,3,0.288,1753,1758
h,3,0.132,1753,1759
n,38,0.126,1753,1760
h,3,0.058,1753,1761
c,27,-0.385,1753,1762
c,22,0.046,1753,1763
c,22,-0.118,1753,1764
c,22,0.123,1804,1785
h,3,0.315,1804,1786
o,40,-0.377,1804,1787
c,22,-0.118,1804,1788
h,3,0.138,1804,1789
c,22,-0.126,1804,1790
h,3,0.132,1804,1791
c,27,0.023,1804,1792
h,3,0.134,1804,1793
h,3,0.142,1804,1794
h,3,0.059,1804,1795
c,22,-0.115,1804,1796
c,22,-0.109,1804,1797
o,40,0.807,1804,1798
o,50,-0.393,1804,1799
o,40,-0.377,1804,1800
o,40,-0.384,1804,1801
n,38,0.139,1804,1802
o,40,-0.392,1804,1803
h,3,0.148,1830,1823
c,22,-0.125,1830,1824
h,3,0.146,1830,1827
c,27,0.012,1830,1828
c,22,0.202,1830,1829
c,22,0.055,1830,1831
c,29,0.008,1830,1832
c,22,-0.118,1830,1833
o,40,-0.393,1830,1834
h,3,0.145,1830,1835
o,40,-0.107,1830,1836
c,22,-0.148,1830,1837
c,22,-0.117,1830,1838
c,27,0.005,1830,1839
c,22,0.816,1830,1840
c,29,-0.088,1830,1841
c,22,-0.118,1830,1842
h,1,0.801,1830,1843
c,27,0.012,1830,1844
h,3,-0.12,1830,1845
c,27,0.005,1830,1846
c,29,-0.129,1830,1847
c,27,0.008,1830,1848
c,22,-0.118,1830,1849
h,3,0.059,1830,1850
c,27,0.009,1830,1851
o,40,0.816,1830,1852
c,22,0.202,1830,1853
c,22,-0.123,1921,1865
h,3,0.149,1921,1866
c,22,-0.122,1921,1867
c,22,0.316,1921,1868
n,32,-0.412,1921,1869
n,38,-0.119,1921,1870
c,22,-0.109,1921,1871
c,22,-0.118,1921,1872
n,38,0.126,1921,1873
o,40,-0.382,1921,1874
h,3,0.146,1921,1875
h,3,0.155,1921,1876
h,3,0.315,1921,1877
h,3,-0.132,1921,1878
c,22,-0.118,1921,1879
c,22,-0.113,1921,1880
h,3,0.142,1921,1881
h,3,0.137,1921,1882
n,32,0.814,1921,1883
o,40,-0.384,1921,1884
h,1,0.147,1921,1885
c,22,0.808,1921,1886
h,1,0.126,1921,1887
o,40,-0.377,1921,1888
c,29,-0.081,1921,1889
h,3,0.142,1921,1890
h,3,0.142,1921,1891
h,3,0.148,1921,1892
o,40,-0.376,1921,1893
c,22,-0.111,1921,1894
h,3,0.128,1981,1956
c,195,-0.076,1981,1957
h,1,0.012,1981,1958
c,27,0.002,1981,1959
o,40,-0.393,1981,1960
o,40,0.282,1981,1961
c,22,0.062,1981,1962
c,22,0.198,1981,1963
o,40,-0.384,1981,1964
h,3,0.282,1981,1965
c,27,-0.091,1981,1966
h,3,0.152,1981,1967
c,27,0.012,1981,1968
h,3,0.142,1981,1969
c,25,-0.191,1981,1970
n,38,0.806,1981,1971
h,3,0.12,1981,1972
h,3,0.145,1981,1973
c,16,-0.125,1981,1974
o,40,-0.385,1981,1975
h,3,0.14,1981,1976
c,22,-0.067,1981,1977
c,22,0.015,1981,1978
h,3,-0.128,1981,1979
c,26,0.002,1981,1980
h,3,0.141,1994,1982
h,3,0.138,1994,1983
c,195,0.016,1994,1984
h,3,0.073,1994,1985
h,3,0.148,1994,1986
o,40,-0.089,1994,1987
o,40,-0.39,1994,1988
h,3,0.154,1994,1989
o,40,-0.382,1994,1990
h,1,0.127,1994,1991
h,3,0.134,1994,1992
c,22,-0.128,1994,1993
h,3,0.138,1994,2023
c,45,-0.112,1994,2024
n,38,0.812,1994,2025
h,3,0.118,1994,2026
n,32,-0.089,1994,2027
c,27,0.818,1994,2028
o,40,-0.383,1994,2029
h,3,0.142,1994,2030
c,22,0.012,1994,2031
h,3,0.15,1994,2032
h,3,0.142,1994,2033
c,10,0.144,1994,2034
c,22,-0.38,1994,2035
h,3,-0.134,1994,2036
o,40,-0.383,1994,2037
c,22,0.816,2079,2057
c,27,0.818,2079,2058
c,27,0.012,2079,2059
c,22,-0.133,2079,2060
c,27,-0.091,2079,2061
c,22,-0.127,2079,2062
c,22,-0.122,2079,2063
o,40,-0.384,2079,2064
o,40,-0.381,2079,2065
h,3,0.012,2079,2066
h,3,0.012,2079,2067
h,3,0.154,2079,2068
o,40,-0.384,2079,2069
h,1,0.152,2079,2070
h,3,0.13,2079,2071
c,22,-0.113,2079,2072
c,22,-0.084,2079,2073
h,3,0.145,2079,2074
h,3,0.019,2079,2075
c,22,-0.111,2079,2076
c,22,-0.122,2094,2080
c,27,-0.091,2094,2081
c,22,-0.122,2094,2082
h,3,-0.122,2094,2083
h,3,0.145,2094,2084
c,22,-0.115,2094,2085
h,40,0.816,2094,2086
h,3,0.152,2094,2087
c,22,0.176,2094,2088
c,22,-0.111,2094,2089
n,38,0.815,2094,2090
c,22,-0.109,2094,2091
o,40,-0.393,2094,2092
h,3,-0.119,2094,2093
h,3,0.147,2164,2109
c,22,0.282,2164,2148
c,27,0.055,2164,2149
h,3,0.055,2164,2150
c,22,0.015,2164,2151
c,22,-0.123,2164,2152
c,22,-0.115,2164,2153
c,22,-0.109,2164,2154
o,40,-0.388,2164,2155
c,27,-0.079,2164,2156
c,22,-0.116,2164,2157
h,3,0.055,2164,2158
h,3,0.145,2164,2159
c,32,-0.083,2164,2160
c,27,0.012,2164,2161
c,22,-0.142,2164,2162
h,3,0.141,2164,2163
c,22,-0.124,2164,2165
h,3,0.136,2164,2166
c,29,0.146,2164,2167
c,22,-0.097,2164,2168
h,3,-0.119,2164,2169
o,40,-0.383,2164,2170
h,1,0.062,2164,2171
o,40,-0.381,2164,2172
n,38,0.145,2164,2173
h,3,0.066,2164,2174
c,27,0.818,2164,2175
h,3,0.146,2164,2176
