CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2SinceWeek,Promo2SinceYear,StoreType,Assortment,Promo2,PromoInterval,Store
21490,0.0,0,0,0.0,a,a,0,,40
290,12.0,2005,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",41
9810,9.0,2013,13,2010.0,a,a,1,"Jan,Apr,Jul,Oct",42
2290,11.0,2007,0,0.0,c,a,0,,43
830,0.0,0,14,2011.0,a,c,1,"Jan,Apr,Jul,Oct",44
8740,0.0,0,18,2011.0,d,a,1,"Feb,May,Aug,Nov",45
810,0.0,0,18,2011.0,a,a,1,"Jan,Apr,Jul,Oct",46
21960,0.0,0,14,2011.0,d,c,1,"Jan,Apr,Jul,Oct",47
8080,0.0,0,35,2013.0,d,c,1,"Jan,Apr,Jul,Oct",48
6430,10.0,2010,0,0.0,a,c,0,,49
80,10.0,2002,0,0.0,c,a,0,,50
10870,0.0,0,0,0.0,d,c,0,,51
1680,6.0,2005,0,0.0,a,a,0,,52
3300,0.0,0,10,2014.0,a,c,1,"Jan,Apr,Jul,Oct",53
1780,0.0,0,0,0.0,b,a,0,,54
9710,0.0,0,1,2013.0,c,c,1,"Jan,Apr,Jul,Oct",55
1010,4.0,2013,43,2010.0,a,a,1,"Jan,Apr,Jul,Oct",56
110,0.0,0,5,2013.0,a,a,1,"Mar,Jun,Sept,Dec",57
3590,0.0,0,40,2011.0,c,c,1,"Mar,Jun,Sept,Dec",58
1200,9.0,2006,0,0.0,a,a,0,,59
960,10.0,2005,37,2009.0,a,c,1,"Jan,Apr,Jul,Oct",60
10210,7.0,2012,0,0.0,d,c,0,,61
2590,1.0,2012,0,0.0,d,a,0,,62
40,4.0,2002,13,2010.0,a,a,1,"Jan,Apr,Jul,Oct",63
240,7.0,2014,30,0.0,c,c,0,,64
2540,12.0,2015,0,0.0,a,a,0,,65
1810,5.0,2014,5,2011.0,d,c,1,"Feb,May,Aug,Nov",66
100,11.0,1996,45,2009.0,a,a,1,"Jan,Apr,Jul,Oct",67
1440,8.0,2013,39,2015.0,d,a,1,"Feb,May,Aug,Nov",68
280,3.0,2013,0,0.0,a,a,0,,69
920,9.0,2013,0,0.0,a,a,0,,70
3390,8.0,2014,26,2011.0,a,a,1,"Jan,Apr,Jul,Oct",71
4870,0.0,0,37,2009.0,a,a,1,"Jan,Apr,Jul,Oct",72
30,7.0,2014,0,0.0,a,c,0,,73
21350,3.0,2012,14,2011.0,a,c,1,"Jan,Apr,Jul,Oct",74
18660,11.0,2006,32,2014.0,a,c,1,"Jan,Apr,Jul,Oct",75
1120,8.0,2013,0,0.0,c,c,0,,76
5830,9.0,2008,0,0.0,d,c,0,,77
660,0.0,0,32,2013.0,d,a,1,"Jan,Apr,Jul,Oct",78
23080,9.0,2013,0,0.0,a,c,0,,79
15900,2.0,2012,0,0.0,a,c,0,,80
240,4.0,1993,0,0.0,a,a,0,,81
3340,0.0,0,0,0.0,a,a,0,,82
250,4.0,2005,9,2011.0,d,a,1,"Feb,May,Aug,Nov",83
6790,7.0,2002,0,0.0,d,a,0,,84
280,10.0,2006,0,0.0,a,c,0,,85
33500,4.0,2014,0,0.0,d,a,0,,86
3550,6.0,2007,45,2009.0,d,a,1,"Feb,May,Aug,Nov",87
1180,0.0,0,0,0.0,a,c,0,,88
2900,12.0,2008,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",89
2750,11.0,2012,1,2013.0,a,a,1,"Jan,Apr,Jul,Oct",90
300,8.0,2013,0,0.0,c,a,0,,91
2030,12.0,2008,0,0.0,a,a,0,,92
1470,4.0,2013,14,2011.0,a,a,1,"Jan,Apr,Jul,Oct",93
1770,0.0,0,40,2014.0,d,a,1,"Jan,Apr,Jul,Oct",94
4010,11.0,2013,40,2014.0,a,c,1,"Jan,Apr,Jul,Oct",95
3430,11.0,2000,0,0.0,a,c,0,,96
950,2.0,2013,0,0.0,d,c,0,,97
440,0.0,0,0,0.0,d,a,0,,98
40,2.0,2007,0,0.0,a,a,0,,99
1240,7.0,2014,0,0.0,c,a,0,,100
620,0.0,0,1,2013.0,a,c,1,"Feb,May,Aug,Nov",101
23540,4.0,2011,32,2012.0,a,c,1,"Jan,Apr,Jul,Oct",102
17380,0.0,0,0,0.0,d,a,0,,103
14460,0.0,0,0,0.0,d,a,0,,104
1670,2.0,2011,40,2014.0,a,c,1,"Jan,Apr,Jul,Oct",105
10970,3.0,2012,0,0.0,d,c,0,,106
3790,6.0,2014,37,2009.0,a,a,1,"Jan,Apr,Jul,Oct",107
3650,4.0,2014,31,2012.0,a,c,1,"Jan,Apr,Jul,Oct",108
650,10.0,2008,0,0.0,a,a,0,,109
850,0.0,0,5,2010.0,d,c,1,"Feb,May,Aug,Nov",110
18220,0.0,0,38,2012.0,c,c,1,"Mar,Jun,Sept,Dec",111
650,9.0,2012,31,2013.0,d,a,1,"Jan,Apr,Jul,Oct",112
4050,9.0,2012,0,0.0,c,c,0,,113
8780,0.0,0,37,2009.0,a,c,1,"Jan,Apr,Jul,Oct",114
20520,7.0,2015,0,0.0,d,a,0,,115
18070,7.0,2014,0,0.0,a,c,0,,116
9070,9.0,2015,0,0.0,d,c,0,,117
450,4.0,2011,0,0.0,c,a,0,,118
470,11.0,2000,0,0.0,c,a,0,,119
7660,0.0,0,45,2009.0,d,a,1,"Feb,May,Aug,Nov",120
400,5.0,2015,40,2014.0,a,c,1,"Jan,Apr,Jul,Oct",121
2300,6.0,2013,31,2012.0,a,c,1,"Mar,Jun,Sept,Dec",122
100,0.0,0,40,2014.0,a,c,1,"Jan,Apr,Jul,Oct",123
70,7.0,2014,5,2013.0,c,c,1,"Feb,May,Aug,Nov",124
1340,0.0,0,45,2010.0,a,a,1,"Feb,May,Aug,Nov",125
1160,4.0,2014,0,0.0,a,a,0,,126
8960,9.0,2013,0,0.0,d,c,0,,127
2690,0.0,0,0,0.0,c,c,0,,128
4730,0.0,0,14,2012.0,c,c,1,"Jan,Apr,Jul,Oct",129
2040,9.0,2002,0,0.0,a,a,0,,130
15430,8.0,2004,31,2011.0,d,a,1,"Jan,Apr,Jul,Oct",131
5200,5.0,2006,0,0.0,a,c,0,,132
2320,0.0,0,10,2014.0,a,c,1,"Jan,Apr,Jul,Oct",133
21650,9.0,2006,0,0.0,d,a,0,,134
1650,12.0,2009,0,0.0,a,a,0,,135
9760,0.0,0,14,2011.0,d,a,1,"Jan,Apr,Jul,Oct",136
2280,0.0,0,0,0.0,a,a,0,,137
1940,7.0,2015,0,0.0,d,a,0,,138
40,10.0,1994,0,0.0,a,a,0,,139
720,8.0,2002,0,0.0,a,a,0,,140
240,9.0,2008,0,0.0,c,a,0,,141
820,0.0,0,32,2013.0,d,c,1,"Mar,Jun,Sept,Dec",142
7880,9.0,2010,35,2012.0,d,c,1,"Jan,Apr,Jul,Oct",143
1410,0.0,0,33,2009.0,a,c,1,"Mar,Jun,Sept,Dec",144
8410,10.0,2009,0,0.0,a,a,0,,145
7000,0.0,0,45,2010.0,d,c,1,"Feb,May,Aug,Nov",146
17700,1.0,2009,0,0.0,a,a,0,,147
5150,4.0,2010,0,0.0,d,c,0,,148
7300,10.0,2011,0,0.0,a,a,0,,149
4360,4.0,2011,31,2009.0,a,a,1,"Jan,Apr,Jul,Oct",150
2020,2.0,2013,0,0.0,d,c,0,,151
1640,3.0,2013,40,2014.0,a,a,1,"Mar,Jun,Sept,Dec",152
3250,4.0,2014,0,0.0,a,a,0,,153
2070,0.0,0,18,2014.0,a,a,1,"Jan,Apr,Jul,Oct",154
3160,6.0,2013,0,0.0,b,c,0,,155
3420,12.0,2005,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",156
5060,10.0,2004,1,2009.0,d,c,1,"Feb,May,Aug,Nov",157
580,9.0,2014,18,2010.0,c,c,1,"Jan,Apr,Jul,Oct",158
180,0.0,0,0,0.0,a,c,0,,159
580,11.0,2014,5,2013.0,d,c,1,"Feb,May,Aug,Nov",160
3800,0.0,0,13,2010.0,a,c,1,"Jan,Apr,Jul,Oct",161
190,3.0,2010,45,2009.0,d,a,1,"Feb,May,Aug,Nov",162
4610,3.0,2013,22,2012.0,a,a,1,"Mar,Jun,Sept,Dec",163
1350,12.0,2007,1,2013.0,a,a,1,"Jan,Apr,Jul,Oct",164
6570,2.0,2003,0,0.0,d,a,0,,165
16590,8.0,2013,37,2009.0,a,c,1,"Jan,Apr,Jul,Oct",166
1070,11.0,2013,18,2011.0,d,c,1,"Jan,Apr,Jul,Oct",167
2090,4.0,2007,0,0.0,a,c,0,,168
360,0.0,0,0,0.0,a,c,0,,169
6670,0.0,0,14,2011.0,d,c,1,"Jan,Apr,Jul,Oct",170
8200,0.0,0,0,0.0,d,a,0,,171
1130,12.0,2003,37,2009.0,a,c,1,"Jan,Apr,Jul,Oct",172
100,12.0,2013,37,2009.0,a,a,1,"Jan,Apr,Jul,Oct",173
7170,0.0,0,0,0.0,d,c,0,,174
2060,9.0,2008,0,0.0,a,c,0,,175
10960,0.0,0,0,0.0,d,c,0,,176
43750,4.0,2009,0,0.0,c,a,0,,177
2910,4.0,2008,14,2011.0,d,a,1,"Jan,Apr,Jul,Oct",178
2590,6.0,2007,0,0.0,d,c,0,,179
5410,9.0,2014,21,2012.0,a,c,1,"Mar,Jun,Sept,Dec",180
700,3.0,2005,0,0.0,d,c,0,,181
170,0.0,0,0,0.0,a,c,0,,182
10390,7.0,2015,40,2014.0,a,c,1,"Jan,Apr,Jul,Oct",183
18600,0.0,0,14,2013.0,d,c,1,"Jan,Apr,Jul,Oct",184
8350,7.0,2003,0,0.0,a,a,0,,185
13210,4.0,2012,0,0.0,d,c,0,,186
50,0.0,0,0,0.0,a,a,0,,187
4220,9.0,2009,0,0.0,b,a,0,,188
490,12.0,2003,0,0.0,a,a,0,,189
4000,4.0,2010,0,0.0,a,c,0,,190
9620,0.0,0,0,0.0,a,c,0,,191
4130,10.0,2015,14,2011.0,a,a,1,"Jan,Apr,Jul,Oct",192
8680,0.0,0,0,0.0,a,a,0,,193
990,0.0,0,31,2012.0,d,c,1,"Mar,Jun,Sept,Dec",194
250,0.0,0,0,0.0,a,a,0,,195
7140,12.0,2014,37,2009.0,d,c,1,"Jan,Apr,Jul,Oct",196
630,0.0,0,44,2011.0,c,c,1,"Jan,Apr,Jul,Oct",197
1150,11.0,2004,0,0.0,a,a,0,,198
350,9.0,2008,5,2012.0,a,a,1,"Feb,May,Aug,Nov",199
6860,0.0,0,27,2009.0,d,a,1,"Jan,Apr,Jul,Oct",200
210,11.0,2013,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",201
2020,12.0,2000,0,0.0,d,a,0,,202
18210,0.0,0,45,2009.0,a,a,1,"Feb,May,Aug,Nov",203
270,0.0,0,48,2013.0,c,a,1,"Feb,May,Aug,Nov",204
2860,0.0,0,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",205
480,11.0,2010,14,2011.0,c,c,1,"Jan,Apr,Jul,Oct",206
31570,12.0,2013,0,0.0,d,c,0,,207
2350,9.0,2012,0,0.0,c,a,0,,208
2650,0.0,0,14,2010.0,d,c,1,"Jan,Apr,Jul,Oct",209
9660,4.0,2013,0,0.0,c,c,0,,210
10760,0.0,0,0,0.0,a,c,0,,211
1590,0.0,0,0,0.0,b,b,0,,212
23400,9.0,2005,0,0.0,d,c,0,,213
790,0.0,0,44,2013.0,a,c,1,"Mar,Jun,Sept,Dec",214
4170,9.0,2012,13,2010.0,a,a,1,"Jan,Apr,Jul,Oct",215
730,7.0,2013,18,2011.0,a,a,1,"Mar,Jun,Sept,Dec",216
1690,9.0,2005,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",217
8760,3.0,2004,0,0.0,a,c,0,,218
280,0.0,0,0,0.0,a,c,0,,219
7580,7.0,2003,0,0.0,a,c,0,,220
14360,0.0,0,0,0.0,a,a,0,,221
330,4.0,2002,25,2012.0,d,c,1,"Mar,Jun,Sept,Dec",222
21100,4.0,2010,0,0.0,a,a,0,,223
18020,4.0,2013,0,0.0,d,c,0,,224
670,0.0,0,13,2011.0,a,a,1,"Jan,Apr,Jul,Oct",225
7020,9.0,2013,0,0.0,a,c,0,,226
80,3.0,2009,31,2011.0,c,a,1,"Jan,Apr,Jul,Oct",227
1590,0.0,0,14,2011.0,a,a,1,"Jan,Apr,Jul,Oct",228
430,12.0,2014,40,2014.0,a,a,1,"Mar,Jun,Sept,Dec",229
14850,0.0,0,0,0.0,c,a,0,,230
3640,5.0,2009,32,2011.0,a,a,1,"Jan,Apr,Jul,Oct",231
10660,11.0,2002,0,0.0,a,c,0,,232
1970,5.0,2003,0,0.0,c,c,0,,233
1430,9.0,2014,0,0.0,c,c,0,,234
9570,2.0,2008,0,0.0,a,a,0,,235
7880,5.0,2001,32,2014.0,a,c,1,"Jan,Apr,Jul,Oct",236
280,9.0,2013,14,2012.0,a,a,1,"Jan,Apr,Jul,Oct",237
5030,8.0,2013,10,2014.0,c,a,1,"Jan,Apr,Jul,Oct",238
9380,10.0,2012,0,0.0,a,c,0,,239
330,6.0,2014,0,0.0,a,c,0,,240
30,0.0,0,14,2011.0,d,c,1,"Mar,Jun,Sept,Dec",241
1190,7.0,2007,1,2013.0,a,a,1,"Jan,Apr,Jul,Oct",242
3220,2.0,2008,0,0.0,a,c,0,,243
30590,0.0,0,0,0.0,d,c,0,,244
590,0.0,0,37,2013.0,a,c,1,"Jan,Apr,Jul,Oct",245
1250,0.0,0,5,2013.0,d,a,1,"Feb,May,Aug,Nov",246
5000,9.0,2012,0,0.0,d,c,0,,247
17450,5.0,2009,0,0.0,d,a,0,,248
16710,0.0,0,0,0.0,a,a,0,,249
2220,0.0,0,1,2012.0,a,c,1,"Jan,Apr,Jul,Oct",250
150,0.0,0,10,2014.0,a,a,1,"Jan,Apr,Jul,Oct",251
310,0.0,0,0,0.0,a,a,0,,252
7180,0.0,0,0,0.0,a,a,0,,253
2430,0.0,0,18,2010.0,c,a,1,"Mar,Jun,Sept,Dec",254
40,12.0,2001,22,2010.0,a,a,1,"Mar,Jun,Sept,Dec",255
8100,11.0,2009,37,2010.0,c,a,1,"Jan,Apr,Jul,Oct",256
660,4.0,2008,10,2014.0,d,a,1,"Jan,Apr,Jul,Oct",257
180,11.0,2013,13,2010.0,a,c,1,"Jan,Apr,Jul,Oct",258
940,0.0,0,0,0.0,a,c,0,,259
25020,0.0,0,0,0.0,c,c,0,,260
3710,0.0,0,35,2009.0,d,c,1,"Feb,May,Aug,Nov",261
2220,0.0,0,25,2010.0,d,c,1,"Mar,Jun,Sept,Dec",262
14160,10.0,1999,14,2010.0,a,a,1,"Jan,Apr,Jul,Oct",263
3540,0.0,0,35,2013.0,d,a,1,"Feb,May,Aug,Nov",264
5340,0.0,0,0,0.0,d,c,0,,265
12120,7.0,2010,0,0.0,d,a,0,,266
130,0.0,0,45,2009.0,d,c,1,"Feb,May,Aug,Nov",267
2130,12.0,2006,0,0.0,a,a,0,,268
3550,9.0,2012,0,0.0,a,a,0,,269
2710,0.0,0,0,0.0,d,c,0,,270
130,10.0,2012,32,2013.0,a,a,1,"Feb,May,Aug,Nov",271
2640,0.0,0,5,2013.0,d,c,1,"Feb,May,Aug,Nov",272
3440,0.0,0,40,2014.0,a,c,1,"Jan,Apr,Jul,Oct",273
190,4.0,2006,0,0.0,a,a,0,,274
350,4.0,2006,0,0.0,c,c,0,,275
2020,8.0,2014,0,0.0,d,c,0,,276
290,6.0,2015,0,0.0,a,a,0,,277
2220,3.0,2014,0,0.0,a,a,0,,278
720,9.0,2008,14,2011.0,c,a,1,"Jan,Apr,Jul,Oct",279
390,10.0,2000,18,2010.0,a,a,1,"Feb,May,Aug,Nov",280
40,2.0,2011,40,2014.0,c,c,1,"Jan,Apr,Jul,Oct",281
1570,6.0,2014,0,0.0,a,a,0,,282
6570,0.0,0,0,0.0,d,c,0,,283
910,7.0,2013,0,0.0,c,c,0,,284
5260,0.0,0,18,2010.0,a,a,1,"Mar,Jun,Sept,Dec",285
5750,0.0,0,14,2011.0,d,a,1,"Feb,May,Aug,Nov",286
8450,2.0,2006,0,0.0,d,a,0,,287
120,0.0,0,18,2010.0,a,c,1,"Feb,May,Aug,Nov",288
3600,0.0,0,20,2011.0,a,c,1,"Jan,Apr,Jul,Oct",289
10050,2.0,2014,0,0.0,d,c,0,,290
240,3.0,2010,14,2013.0,a,a,1,"Jan,Apr,Jul,Oct",291
1170,6.0,2005,0,0.0,a,a,0,,292
2620,4.0,2004,0,0.0,a,a,0,,293
3130,5.0,2013,0,0.0,d,a,0,,294
330,0.0,0,25,2013.0,d,c,1,"Mar,Jun,Sept,Dec",295
1140,0.0,0,22,2011.0,a,c,1,"Mar,Jun,Sept,Dec",296
300,3.0,2011,31,2013.0,a,a,1,"Jan,Apr,Jul,Oct",297
1780,9.0,2000,0,0.0,a,a,0,,298
13380,7.0,2001,0,0.0,d,a,0,,299
340,9.0,2008,0,0.0,a,a,0,,300
650,3.0,2011,14,2011.0,a,c,1,"Jan,Apr,Jul,Oct",301
10800,10.0,2013,0,0.0,a,c,0,,302
17180,0.0,0,48,2011.0,a,a,1,"Mar,Jun,Sept,Dec",303
130,11.0,2012,18,2013.0,c,c,1,"Feb,May,Aug,Nov",304
1480,0.0,0,0,0.0,c,a,0,,305
1030,9.0,2003,5,2013.0,c,a,1,"Feb,May,Aug,Nov",306
180,0.0,0,13,2013.0,a,a,1,"Feb,May,Aug,Nov",307
190,7.0,2013,0,0.0,a,c,0,,308
450,0.0,0,45,2013.0,d,c,1,"Mar,Jun,Sept,Dec",309
400,3.0,2011,14,2012.0,c,c,1,"Jan,Apr,Jul,Oct",310
6880,12.0,2009,0,0.0,a,a,0,,311
6300,0.0,0,0,0.0,d,c,0,,312
1560,3.0,2007,0,0.0,c,a,0,,313
2380,7.0,2005,10,2014.0,d,a,1,"Jan,Apr,Jul,Oct",314
1170,3.0,2012,0,0.0,a,a,0,,315
24330,9.0,2012,0,0.0,d,c,0,,316
6770,8.0,2007,0,0.0,d,a,0,,317
6510,5.0,2014,31,2009.0,d,c,1,"Jan,Apr,Jul,Oct",318
470,9.0,2003,10,2011.0,a,a,1,"Jan,Apr,Jul,Oct",319
35330,3.0,2014,0,0.0,d,c,0,,320
1750,11.0,2007,25,2013.0,a,a,1,"Feb,May,Aug,Nov",321
90,4.0,2013,0,0.0,a,c,0,,322
6290,4.0,2013,27,2012.0,d,c,1,"Jan,Apr,Jul,Oct",323
5330,11.0,2005,31,2010.0,d,a,1,"Jan,Apr,Jul,Oct",324
490,0.0,0,40,2011.0,c,c,1,"Jan,Apr,Jul,Oct",325
1940,8.0,2011,14,2011.0,a,a,1,"Jan,Apr,Jul,Oct",326
8500,0.0,0,0,0.0,d,c,0,,327
1750,2.0,2005,13,2010.0,a,a,1,"Jan,Apr,Jul,Oct",328
3720,0.0,0,0,0.0,a,a,0,,329
5330,6.0,2014,13,2011.0,c,c,1,"Jan,Apr,Jul,Oct",330
700,1.0,1991,14,2011.0,d,a,1,"Jan,Apr,Jul,Oct",331
9000,9.0,2007,0,0.0,d,c,0,,332
4850,9.0,2013,13,2011.0,d,a,1,"Jan,Apr,Jul,Oct",333
26420,3.0,2014,0,0.0,a,a,0,,334
3970,0.0,0,0,0.0,a,c,0,,335
710,4.0,2009,22,0.0,a,a,0,,336
5920,7.0,2012,0,0.0,d,a,0,,337
2090,4.0,2012,0,0.0,a,a,0,,338
1040,7.0,2012,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",339
1400,1.0,2013,0,0.0,c,a,0,,340
360,0.0,0,0,0.0,a,c,0,,341
17690,0.0,0,14,2011.0,a,a,1,"Jan,Apr,Jul,Oct",342
8330,10.0,1944,0,0.0,d,c,0,,343
60,0.0,0,0,0.0,c,c,0,,344
570,3.0,2001,0,0.0,a,a,0,,345
1000,2.0,2007,0,0.0,d,a,0,,346
1080,1.0,2009,0,0.0,d,c,0,,347
2090,0.0,0,0,0.0,a,a,0,,348
14420,9.0,2013,14,2011.0,d,a,1,"Jan,Apr,Jul,Oct",349
15060,9.0,2006,0,0.0,a,c,0,,350
2710,6.0,2008,0,0.0,c,c,0,,351
1530,0.0,0,31,2009.0,a,a,1,"Feb,May,Aug,Nov",352
140,7.0,2012,13,2010.0,a,a,1,"Jan,Apr,Jul,Oct",353
2190,4.0,2015,0,0.0,a,a,0,,354
6370,5.0,2015,0,0.0,d,c,0,,355
3250,0.0,0,9,2012.0,a,c,1,"Mar,Jun,Sept,Dec",356
1130,4.0,2007,0,0.0,d,c,0,,357
5650,0.0,0,0,0.0,d,a,0,,358
14170,0.0,0,14,2011.0,d,c,1,"Jan,Apr,Jul,Oct",359
2030,2.0,2011,10,2014.0,d,a,1,"Jan,Apr,Jul,Oct",360
37520,2.0,2010,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",361
790,2.0,2010,0,0.0,a,a,0,,362
30,0.0,0,35,2009.0,a,a,1,"Feb,May,Aug,Nov",363
4260,7.0,2002,0,0.0,c,c,0,,364
3410,3.0,2007,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",365
4020,12.0,2007,45,2010.0,a,c,1,"Feb,May,Aug,Nov",366
50,9.0,2010,40,2013.0,a,c,1,"Jan,Apr,Jul,Oct",367
23070,0.0,0,0,0.0,a,c,0,,368
670,7.0,2012,13,2009.0,a,a,1,"Jan,Apr,Jul,Oct",369
760,0.0,0,5,2012.0,d,c,1,"Mar,Jun,Sept,Dec",370
950,0.0,0,14,2011.0,c,a,1,"Jan,Apr,Jul,Oct",371
6480,11.0,2012,14,2011.0,a,a,1,"Jan,Apr,Jul,Oct",372
20500,0.0,0,0,0.0,a,c,0,,373
7950,8.0,2010,0,0.0,d,c,0,,374
3760,12.0,1999,11,2013.0,a,c,1,"Feb,May,Aug,Nov",375
810,0.0,0,40,2011.0,a,a,1,"Jan,Apr,Jul,Oct",376
2350,4.0,2015,1,2013.0,c,a,1,"Jan,Apr,Jul,Oct",377
2300,0.0,0,40,2014.0,d,a,1,"Mar,Jun,Sept,Dec",378
9420,0.0,0,31,2015.0,d,c,1,"Jan,Apr,Jul,Oct",379
1610,11.0,2009,0,0.0,a,a,0,,380
340,7.0,2007,10,2014.0,a,c,1,"Jan,Apr,Jul,Oct",381
1540,5.0,2005,0,0.0,c,a,0,,382
17250,11.0,2009,0,0.0,d,a,0,,383
1890,8.0,2001,0,0.0,d,a,0,,384
4030,5.0,2001,0,0.0,a,a,0,,385
290,0.0,0,40,2013.0,a,c,1,"Jan,Apr,Jul,Oct",386
720,0.0,0,0,0.0,c,a,0,,387
9010,8.0,2015,37,2013.0,d,c,1,"Jan,Apr,Jul,Oct",388
490,3.0,2007,5,2013.0,c,a,1,"Feb,May,Aug,Nov",389
4850,9.0,2002,0,0.0,d,c,0,,390
40610,8.0,2013,0,0.0,a,c,0,,391
390,2.0,2006,0,0.0,c,c,0,,392
1070,3.0,2011,0,0.0,d,a,0,,393
240,4.0,2006,1,2013.0,c,a,1,"Jan,Apr,Jul,Oct",394
3850,2.0,2014,30,0.0,a,a,0,,395
2410,0.0,0,45,2009.0,a,a,1,"Feb,May,Aug,Nov",396
4700,0.0,0,0,0.0,a,c,0,,397
2580,0.0,0,0,0.0,a,a,0,,398
16360,0.0,0,0,0.0,d,c,0,,399
260,0.0,0,1,2013.0,a,a,1,"Jan,Apr,Jul,Oct",400
670,2.0,2015,40,2011.0,a,a,1,"Jan,Apr,Jul,Oct",401
310,11.0,2012,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",402
10030,4.0,2015,5,2013.0,d,a,1,"Feb,May,Aug,Nov",403
7720,3.0,2008,14,2011.0,a,a,1,"Feb,May,Aug,Nov",404
310,6.0,2002,40,2011.0,d,a,1,"Jan,Apr,Jul,Oct",405
16140,12.0,2004,14,2011.0,a,a,1,"Jan,Apr,Jul,Oct",406
18250,0.0,0,0,0.0,a,a,0,,407
1970,0.0,0,5,2013.0,d,c,1,"Feb,May,Aug,Nov",408
830,4.0,2012,35,2010.0,a,c,1,"Jan,Apr,Jul,Oct",409
5430,0.0,0,35,2013.0,a,a,1,"Feb,May,Aug,Nov",410
2520,0.0,0,0,0.0,d,a,0,,411
21120,0.0,0,40,2014.0,a,a,1,"Jan,Apr,Jul,Oct",412
5690,5.0,2010,0,0.0,a,c,0,,413
5110,0.0,0,13,2010.0,c,a,1,"Jan,Apr,Jul,Oct",414
18490,3.0,2013,0,0.0,a,a,0,,415
12970,4.0,2012,0,0.0,a,a,0,,416
3020,7.0,2011,31,2013.0,c,a,1,"Jan,Apr,Jul,Oct",417
6930,9.0,2005,0,0.0,d,c,0,,418
120,4.0,2010,0,0.0,a,c,0,,419
2740,4.0,0,1,2013.0,d,c,1,"Jan,Apr,Jul,Oct",420
4460,0.0,0,0,0.0,a,c,0,,421
9610,4.0,2012,1,2013.0,a,a,1,"Jan,Apr,Jul,Oct",422
400,0.0,0,32,2011.0,a,a,1,"Feb,May,Aug,Nov",423
