ind1,inda,logp,lumo,mutagenic,molecule_id
1,0,3.951294422149658,-1.1357166767120361,no,7777
1,0,2.8340752124786377,-2.182558536529541,yes,7851
1,0,6.105057239532471,-1.5129213333129883,no,7900
1,0,7.839878082275391,-1.5040949583053589,no,7972
0,0,1.241317868232727,-1.1246792078018188,no,7984
1,0,5.346404075622559,-1.4513492584228516,no,8021
1,0,7.826511859893799,-1.6106784343719482,no,8093
1,0,7.355443000793457,-1.516759991645813,yes,8154
1,0,7.008739948272705,-1.6272478103637695,no,8188
1,0,7.80266809463501,-1.701395869255066,no,8255
0,0,1.2014237642288208,-1.5042879581451416,no,8286
1,0,3.2298009395599365,-1.6161987781524658,yes,8345
0,0,0.8021780252456665,-1.2491397857666016,no,8449
1,0,7.8200507164001465,-1.6184104681015015,no,8501
1,0,7.23129940032959,-1.339783787727356,no,8524
1,0,7.7198004722595215,-1.4928532838821411,no,8564
0,0,1.954516053199768,-1.6283490657806396,no,8617
1,0,5.5690083503723145,-1.5490031242370605,no,8718
1,0,4.399957656860352,-1.5567775964736938,yes,8740
1,0,7.839993476867676,-1.490052580833435,no,8797
1,0,3.7190535068511963,-1.173233985900879,no,8844
0,0,0.47883644700050354,-1.616871953010559,no,8876
0,0,2.4135348796844482,-1.405400037765503,no,8961
1,0,6.297260284423828,-1.5260030031204224,no,9014
0,0,2.608487367630005,-1.177855372428894,yes,9029
1,0,4.612428188323975,-1.2779291868209839,no,9044
0,0,0.15211358666419983,-1.2421811819076538,no,9086
0,0,2.0038986206054688,-1.2478710412979126,no,9157
0,0,1.0981699228286743,-1.167532205581665,no,9207
0,0,0.2620741128921509,-1.9832967519760132,no,9229
0,0,0.9088900089263916,-1.3198124170303345,yes,9284
0,0,0.9171563386917114,-1.425413727760315,no,9329
1,0,4.451364040374756,-1.6571003198623657,yes,9367
1,0,3.7625925540924072,-1.7058277130126953,yes,9423
1,0,6.15842342376709,-1.4406273365020752,no,9452
1,0,3.9323556423187256,-1.2686419486999512,yes,9500
1,0,5.507226467132568,-1.389610767364502,no,9568
1,0,7.83986234664917,-1.6199108362197876,no,9638
1,0,4.540162563323975,-1.245754361152649,yes,9679
1,0,7.34785795211792,-1.262172818183899,no,9718
1,0,5.29006290435791,-1.6052035093307495,yes,9802
0,0,0.21737883985042572,-1.2288397550582886,no,9844
1,0,7.410726070404053,-1.4741290807724,no,9867
1,0,7.497363567352295,-1.505174160003662,no,9940
